year,geo_name,geo,income_below_poverty,pop_poverty_status,income_below_poverty,income_below_poverty_moe,pop_poverty_status,pop_poverty_status_moe
2013,"El Paso County, TX","05000US48141",186223.0,798598.0,186223.0,5570.0,798598.0,805.0
2015,"El Paso County, TX","05000US48141",185728.0,816100.0,185728.0,6278.0,816100.0,872.0
2013,"Pima County, AZ","05000US04019",184668.0,961965.0,184668.0,4535.0,961965.0,1275.0
2014,"Pima County, AZ","05000US04019",184229.0,967318.0,184229.0,4551.0,967318.0,1600.0
2013,"Marion County, IN","05000US18097",182506.0,893663.0,182506.0,4130.0,893663.0,1235.0
2013,"Travis County, TX","05000US48453",181531.0,1042210.0,181531.0,4632.0,1042210.0,2297.0
2013,"Santa Clara County, CA","05000US06085",181376.0,1785360.0,181376.0,5676.0,1785360.0,1061.0
2015,"Travis County, TX","05000US48453",180220.0,1098340.0,180220.0,4710.0,1098340.0,1838.0
2014,"Santa Clara County, CA","05000US06085",180153.0,1814340.0,180153.0,5252.0,1814340.0,1649.0
2015,"Santa Clara County, CA","05000US06085",175690.0,1840040.0,175690.0,4595.0,1840040.0,1594.0
2015,"Fulton County, GA","05000US13121",167391.0,953329.0,167391.0,4516.0,953329.0,1071.0
2014,"Fulton County, GA","05000US13121",166936.0,936411.0,166936.0,5695.0,936411.0,1467.0
2013,"Fulton County, GA","05000US13121",161757.0,918658.0,161757.0,4920.0,918658.0,1371.0
2015,"Allegheny County, PA","05000US42003",155874.0,1198020.0,155874.0,3292.0,1198020.0,1122.0
2015,"San Juan Municipio, PR","05000US72127",155011.0,366269.0,155011.0,2977.0,366269.0,693.0
2014,"Allegheny County, PA","05000US42003",154639.0,1195760.0,154639.0,3326.0,1195760.0,1892.0
2013,"Allegheny County, PA","05000US42003",153529.0,1193910.0,153529.0,3688.0,1193910.0,1673.0
2014,"San Juan Municipio, PR","05000US72127",153228.0,374313.0,153228.0,3144.0,374313.0,731.0
2013,"San Juan Municipio, PR","05000US72127",152821.0,380722.0,152821.0,3031.0,380722.0,658.0
2015,"Duval County, FL","05000US12031",150792.0,870858.0,150792.0,4820.0,870858.0,1084.0
2014,"Duval County, FL","05000US12031",150319.0,861507.0,150319.0,4819.0,861507.0,1456.0
2014,"Hennepin County, MN","05000US27053",150167.0,1162080.0,150167.0,3644.0,1162080.0,1385.0
2014,"Suffolk County, MA","05000US25025",149227.0,705431.0,149227.0,4041.0,705431.0,1571.0
2015,"Mecklenburg County, NC","05000US37119",148326.0,975187.0,148326.0,4415.0,975187.0,836.0
2015,"Suffolk County, MA","05000US25025",148278.0,715178.0,148278.0,4622.0,715178.0,1694.0
2014,"Mecklenburg County, NC","05000US37119",147989.0,953083.0,147989.0,4645.0,953083.0,1133.0
2013,"Hennepin County, MN","05000US27053",146826.0,1148760.0,146826.0,3333.0,1148760.0,1024.0
2015,"Hennepin County, MN","05000US27053",146382.0,1175450.0,146382.0,3593.0,1175450.0,912.0
2014,"Baltimore city, MD","05000US24510",144849.0,598360.0,144849.0,4055.0,598360.0,1538.0
2014,"Hamilton County, OH","05000US39061",144831.0,785362.0,144831.0,3817.0,785362.0,1202.0
2013,"Duval County, FL","05000US12031",144738.0,854989.0,144738.0,4824.0,854989.0,965.0
2013,"Suffolk County, MA","05000US25025",144381.0,694265.0,144381.0,3525.0,694265.0,1761.0
2015,"Hamilton County, OH","05000US39061",143778.0,786547.0,143778.0,3852.0,786547.0,967.0
2013,"Mecklenburg County, NC","05000US37119",143581.0,931797.0,143581.0,4742.0,931797.0,1112.0
2014,"Cameron County, TX","05000US48061",142946.0,410344.0,142946.0,4796.0,410344.0,530.0
2013,"Baltimore city, MD","05000US24510",142162.0,597662.0,142162.0,4109.0,597662.0,1428.0
2015,"Baltimore city, MD","05000US24510",141654.0,598639.0,141654.0,3560.0,598639.0,1472.0
2013,"Cameron County, TX","05000US48061",141315.0,406236.0,141315.0,5756.0,406236.0,577.0
2013,"Hamilton County, OH","05000US39061",140849.0,784391.0,140849.0,3931.0,784391.0,1100.0
2015,"Cameron County, TX","05000US48061",139768.0,413408.0,139768.0,3575.0,413408.0,613.0
2014,"Multnomah County, OR","05000US41051",137391.0,742445.0,137391.0,3715.0,742445.0,827.0
2015,"Multnomah County, OR","05000US41051",136472.0,753294.0,136472.0,3971.0,753294.0,900.0
2014,"Salt Lake County, UT","05000US49035",135780.0,1049100.0,135780.0,4374.0,1049100.0,904.0
2014,"DeKalb County, GA","05000US13089",135640.0,692359.0,135640.0,5089.0,692359.0,1167.0
2015,"DeKalb County, GA","05000US13089",135469.0,701820.0,135469.0,5022.0,701820.0,1079.0
2015,"Erie County, NY","05000US36029",134715.0,895449.0,134715.0,2958.0,895449.0,998.0
2014,"Oklahoma County, OK","05000US40109",134399.0,727947.0,134399.0,3844.0,727947.0,2049.0
2015,"Oklahoma County, OK","05000US40109",134377.0,738654.0,134377.0,3455.0,738654.0,1823.0
2015,"Essex County, NJ","05000US34013",133788.0,772698.0,133788.0,3562.0,772698.0,873.0
2014,"San Joaquin County, CA","05000US06077",132986.0,686706.0,132986.0,4053.0,686706.0,1132.0
2013,"Oklahoma County, OK","05000US40109",132490.0,717698.0,132490.0,3292.0,717698.0,1298.0
2014,"Essex County, NJ","05000US34013",132420.0,770490.0,132420.0,3791.0,770490.0,1066.0
2014,"Erie County, NY","05000US36029",131644.0,894415.0,131644.0,3951.0,894415.0,1195.0
2015,"Pinellas County, FL","05000US12103",131643.0,916882.0,131643.0,3993.0,916882.0,679.0
2015,"Salt Lake County, UT","05000US49035",131630.0,1064700.0,131630.0,4665.0,1064700.0,1087.0
2013,"Salt Lake County, UT","05000US49035",131033.0,1033710.0,131033.0,5430.0,1033710.0,994.0
2014,"Pinellas County, FL","05000US12103",130580.0,910121.0,130580.0,4376.0,910121.0,936.0
2013,"Multnomah County, OR","05000US41051",130507.0,732970.0,130507.0,3962.0,732970.0,833.0
2013,"DeKalb County, GA","05000US13089",130160.0,685493.0,130160.0,4241.0,685493.0,969.0
2013,"Erie County, NY","05000US36029",130138.0,893091.0,130138.0,3206.0,893091.0,1528.0
2015,"San Joaquin County, CA","05000US06077",129390.0,694606.0,129390.0,3710.0,694606.0,1091.0
2015,"Bernalillo County, NM","05000US35001",128917.0,665269.0,128917.0,4134.0,665269.0,1093.0
2013,"Essex County, NJ","05000US34013",127260.0,766128.0,127260.0,3524.0,766128.0,876.0
2013,"Pinellas County, FL","05000US12103",127141.0,904792.0,127141.0,4172.0,904792.0,833.0
2014,"Oakland County, MI","05000US26125",126082.0,1210480.0,126082.0,4247.0,1210480.0,784.0
2015,"Tulare County, CA","05000US06107",125775.0,447798.0,125775.0,3900.0,447798.0,597.0
2015,"Middlesex County, MA","05000US25017",124958.0,1500600.0,124958.0,4020.0,1500600.0,1827.0
2014,"Middlesex County, MA","05000US25017",124813.0,1484480.0,124813.0,4094.0,1484480.0,2069.0
2013,"Oakland County, MI","05000US26125",123718.0,1203240.0,123718.0,3935.0,1203240.0,658.0
2014,"Bernalillo County, NM","05000US35001",123244.0,662981.0,123244.0,4935.0,662981.0,1336.0
2014,"Jefferson County, KY","05000US21111",123145.0,736068.0,123145.0,3667.0,736068.0,1330.0
2013,"San Joaquin County, CA","05000US06077",123115.0,678214.0,123115.0,4293.0,678214.0,898.0
2015,"Oakland County, MI","05000US26125",123086.0,1219320.0,123086.0,3639.0,1219320.0,640.0
2013,"Jefferson County, KY","05000US21111",122492.0,731881.0,122492.0,3701.0,731881.0,990.0
2014,"Tulare County, CA","05000US06107",122044.0,445056.0,122044.0,4745.0,445056.0,743.0
2015,"Jefferson County, KY","05000US21111",121683.0,740545.0,121683.0,3892.0,740545.0,1366.0
2015,"Jefferson County, AL","05000US01073",121029.0,644639.0,121029.0,3220.0,644639.0,1149.0
2014,"Jefferson County, AL","05000US01073",120510.0,644504.0,120510.0,3221.0,644504.0,921.0
2015,"Jackson County, MO","05000US29095",119678.0,669511.0,119678.0,3964.0,669511.0,1014.0
2013,"Middlesex County, MA","05000US25017",119658.0,1468540.0,119658.0,3763.0,1468540.0,1747.0
2013,"Bernalillo County, NM","05000US35001",118286.0,658467.0,118286.0,3952.0,658467.0,1660.0
2015,"Contra Costa County, CA","05000US06013",117915.0,1086540.0,117915.0,3790.0,1086540.0,678.0
2014,"Davidson County, TN","05000US47037",117756.0,625529.0,117756.0,3926.0,625529.0,1216.0
2015,"Gwinnett County, GA","05000US13135",117553.0,853124.0,117553.0,5381.0,853124.0,595.0
2014,"Jackson County, MO","05000US29095",116662.0,667349.0,116662.0,3667.0,667349.0,768.0
2013,"Denver County, CO","05000US08031",116284.0,607237.0,116284.0,3626.0,607237.0,798.0
2015,"Davidson County, TN","05000US47037",116031.0,636971.0,116031.0,3682.0,636971.0,1139.0
2013,"Jefferson County, AL","05000US01073",115966.0,644513.0,115966.0,3201.0,644513.0,1321.0
2013,"Jackson County, MO","05000US29095",115437.0,664695.0,115437.0,3944.0,664695.0,750.0
2013,"Tulare County, CA","05000US06107",115313.0,440509.0,115313.0,4174.0,440509.0,620.0
2014,"Gwinnett County, GA","05000US13135",115201.0,835503.0,115201.0,5124.0,835503.0,712.0
2015,"Hudson County, NJ","05000US34017",114900.0,656054.0,114900.0,3363.0,656054.0,490.0
2014,"Contra Costa County, CA","05000US06013",114171.0,1071800.0,114171.0,4552.0,1071800.0,880.0
2013,"Gwinnett County, GA","05000US13135",113986.0,819354.0,113986.0,4449.0,819354.0,668.0
2014,"Denver County, CO","05000US08031",113930.0,621206.0,113930.0,3846.0,621206.0,1034.0
2013,"Davidson County, TN","05000US47037",113690.0,615544.0,113690.0,4080.0,615544.0,955.0
2014,"Hudson County, NJ","05000US34017",112585.0,648311.0,112585.0,3774.0,648311.0,716.0
2015,"Polk County, FL","05000US12105",111877.0,612259.0,111877.0,4453.0,612259.0,1708.0
2014,"Monroe County, NY","05000US36055",111713.0,723233.0,111713.0,3104.0,723233.0,1332.0
2013,"Contra Costa County, CA","05000US06013",111173.0,1055920.0,111173.0,4548.0,1055920.0,853.0
2014,"Polk County, FL","05000US12105",111170.0,602537.0,111170.0,4146.0,602537.0,1164.0
2015,"District of Columbia, DC","05000US11001",110365.0,613291.0,110365.0,3465.0,613291.0,259.0
2015,"Denver County, CO","05000US08031",110299.0,636923.0,110299.0,3712.0,636923.0,782.0
2015,"Monroe County, NY","05000US36055",110192.0,725169.0,110192.0,3427.0,725169.0,843.0
2015,"San Francisco County, CA","05000US06075",109524.0,826944.0,109524.0,3332.0,826944.0,861.0
2014,"District of Columbia, DC","05000US11001",109378.0,599620.0,109378.0,3271.0,599620.0,248.0
2013,"District of Columbia, DC","05000US11001",109200.0,585525.0,109200.0,3796.0,585525.0,211.0
2015,"New Haven County, CT","05000US09009",108533.0,835886.0,108533.0,3611.0,835886.0,975.0
2013,"Polk County, FL","05000US12105",108507.0,595622.0,108507.0,4259.0,595622.0,1236.0
2013,"Monroe County, NY","05000US36055",108469.0,721084.0,108469.0,2978.0,721084.0,1120.0
2014,"San Francisco County, CA","05000US06075",108328.0,815670.0,108328.0,3536.0,815670.0,881.0
2013,"San Francisco County, CA","05000US06075",108306.0,804936.0,108306.0,3585.0,804936.0,939.0
2014,"Providence County, RI","05000US44007",108246.0,602792.0,108246.0,3973.0,602792.0,857.0
2015,"Wake County, NC","05000US37183",107687.0,953275.0,107687.0,4372.0,953275.0,1384.0
2014,"Macomb County, MI","05000US26099",107413.0,841526.0,107413.0,3737.0,841526.0,740.0
2015,"Providence County, RI","05000US44007",107120.0,604585.0,107120.0,3727.0,604585.0,717.0
2013,"Hudson County, NJ","05000US34017",107116.0,638010.0,107116.0,4021.0,638010.0,472.0
2015,"St. Louis County, MO","05000US29189",106821.0,981215.0,106821.0,4121.0,981215.0,1054.0
2013,"St. Louis County, MO","05000US29189",106724.0,979756.0,106724.0,3810.0,979756.0,1006.0
2015,"Macomb County, MI","05000US26099",106546.0,846592.0,106546.0,3577.0,846592.0,521.0
2014,"New Haven County, CT","05000US09009",106282.0,836739.0,106282.0,3477.0,836739.0,1442.0
2015,"Stanislaus County, CA","05000US06099",105927.0,521482.0,105927.0,3659.0,521482.0,644.0
2014,"Hartford County, CT","05000US09003",105547.0,872334.0,105547.0,3689.0,872334.0,995.0
2014,"St. Louis County, MO","05000US29189",105436.0,980625.0,105436.0,4220.0,980625.0,1104.0
2015,"Lee County, FL","05000US12071",105166.0,653328.0,105166.0,4013.0,653328.0,1060.0
2014,"Wake County, NC","05000US37183",104869.0,929845.0,104869.0,4179.0,929845.0,1517.0
2014,"Stanislaus County, CA","05000US06099",104786.0,516698.0,104786.0,4380.0,516698.0,718.0
2013,"Macomb County, MI","05000US26099",104344.0,837389.0,104344.0,3355.0,837389.0,643.0
2015,"Hartford County, CT","05000US09003",104196.0,872464.0,104196.0,3531.0,872464.0,973.0
2013,"Stanislaus County, CA","05000US06099",104173.0,512206.0,104173.0,4359.0,512206.0,584.0
2013,"New Haven County, CT","05000US09009",103599.0,836211.0,103599.0,3457.0,836211.0,1276.0
2015,"Suffolk County, NY","05000US36103",103269.0,1471610.0,103269.0,4312.0,1471610.0,1312.0
2013,"Providence County, RI","05000US44007",102749.0,600175.0,102749.0,3491.0,600175.0,688.0
2014,"Lee County, FL","05000US12071",102306.0,637614.0,102306.0,3929.0,637614.0,914.0
2015,"Pierce County, WA","05000US53053",102233.0,804939.0,102233.0,3623.0,804939.0,981.0
2013,"Hartford County, CT","05000US09003",100947.0,870674.0,100947.0,3339.0,870674.0,1093.0
2014,"Suffolk County, NY","05000US36103",100432.0,1471650.0,100432.0,3922.0,1471650.0,1556.0
2014,"Pierce County, WA","05000US53053",99743.0,794608.0,99743.0,3415.0,794608.0,1160.0
2013,"Wake County, NC","05000US37183",99679.0,906662.0,99679.0,4450.0,906662.0,1310.0
2014,"Orleans Parish, LA","05000US22071",98937.0,357411.0,98937.0,2405.0,357411.0,842.0
2015,"Orleans Parish, LA","05000US22071",98823.0,365569.0,98823.0,2876.0,365569.0,816.0
2013,"Pierce County, WA","05000US53053",97870.0,786520.0,97870.0,3760.0,786520.0,1256.0
2013,"Lee County, FL","05000US12071",96549.0,625055.0,96549.0,4193.0,625055.0,887.0
2015,"Tulsa County, OK","05000US40143",96498.0,613350.0,96498.0,2242.0,613350.0,592.0
2015,"Montgomery County, OH","05000US39113",96354.0,516779.0,96354.0,3489.0,516779.0,869.0
2014,"Montgomery County, OH","05000US39113",95667.0,517174.0,95667.0,3127.0,517174.0,937.0
2014,"Tulsa County, OK","05000US40143",95533.0,606128.0,95533.0,2724.0,606128.0,657.0
2013,"Tulsa County, OK","05000US40143",95328.0,599603.0,95328.0,2724.0,599603.0,585.0
2013,"Suffolk County, NY","05000US36103",94659.0,1468350.0,94659.0,3960.0,1468350.0,1098.0
2013,"Orleans Parish, LA","05000US22071",94602.0,345971.0,94602.0,2803.0,345971.0,710.0
2014,"Kent County, MI","05000US26081",93667.0,605222.0,93667.0,2949.0,605222.0,750.0
2015,"Kent County, MI","05000US26081",93489.0,612556.0,93489.0,3476.0,612556.0,654.0
2013,"Kent County, MI","05000US26081",93131.0,599514.0,93131.0,3305.0,599514.0,575.0
2015,"Honolulu County, HI","05000US15003",92404.0,952784.0,92404.0,3047.0,952784.0,572.0
2015,"Worcester County, MA","05000US25027",92288.0,784852.0,92288.0,3681.0,784852.0,1390.0
2014,"Honolulu County, HI","05000US15003",92129.0,944550.0,92129.0,3435.0,944550.0,578.0
2014,"Ventura County, CA","05000US06111",91912.0,824329.0,91912.0,3350.0,824329.0,959.0
2013,"Honolulu County, HI","05000US15003",91904.0,934319.0,91904.0,3557.0,934319.0,641.0
2015,"Ventura County, CA","05000US06111",91880.0,829904.0,91880.0,3133.0,829904.0,849.0
2013,"Montgomery County, OH","05000US39113",91424.0,516883.0,91424.0,3031.0,516883.0,846.0
2014,"Cobb County, GA","05000US13067",91080.0,698804.0,91080.0,4081.0,698804.0,972.0
2015,"Westchester County, NY","05000US36119",90752.0,943130.0,90752.0,3361.0,943130.0,1813.0
2013,"Ventura County, CA","05000US06111",90471.0,817365.0,90471.0,3928.0,817365.0,1125.0
2014,"Worcester County, MA","05000US25027",90347.0,781344.0,90347.0,3261.0,781344.0,1448.0
2014,"Lucas County, OH","05000US39095",90339.0,428014.0,90339.0,2844.0,428014.0,755.0
2015,"Lucas County, OH","05000US39095",90091.0,426061.0,90091.0,2943.0,426061.0,731.0
2014,"Westchester County, NY","05000US36119",89813.0,938354.0,89813.0,3578.0,938354.0,1651.0
2013,"Lucas County, OH","05000US39095",89289.0,429412.0,89289.0,3142.0,429412.0,835.0
2014,"Lake County, IN","05000US18089",88768.0,487336.0,88768.0,3067.0,487336.0,442.0
2013,"Cobb County, GA","05000US13067",88408.0,689829.0,88408.0,3361.0,689829.0,913.0
2013,"Westchester County, NY","05000US36119",88169.0,932657.0,88169.0,3232.0,932657.0,1543.0
2015,"Cobb County, GA","05000US13067",87880.0,708182.0,87880.0,4119.0,708182.0,974.0
2014,"Genesee County, MI","05000US26049",87828.0,413500.0,87828.0,2662.0,413500.0,485.0
