year,geo_name,geo,total_reimbursements_b
2010,"Shoshone County","05000US16079",9744.0
2010,"White County","05000US17193",9744.0
2011,"Leon County","05000US48289",9743.0
2010,"Allen County, OH","05000US39003",9743.0
2013,"Iron County","05000US29093",9743.0
2010,"Pendleton County","05000US21191",9742.0
2013,"Stoddard County","05000US29207",9742.0
2014,"Kearny County","05000US20093",9742.0
2011,"Crawford County","05000US13079",9741.0
2012,"Saline County","05000US29195",9741.0
2014,"Plymouth County, MA","05000US25023",9741.0
2013,"Limestone County","05000US01083",9740.0
2011,"Platte County","05000US29165",9740.0
2010,"Chester County","05000US45023",9739.0
2011,"Madison County, IL","05000US17119",9739.0
2010,"Lowndes County, GA","05000US13185",9739.0
2012,"Lamb County","05000US48279",9739.0
2011,"Pemiscot County","05000US29155",9737.0
2012,"Dooly County","05000US13093",9737.0
2012,"Dixon County","05000US31051",9737.0
2014,"Pocahontas County","05000US54075",9737.0
2013,"Pickens County","05000US01107",9736.0
2012,"Wilson County","05000US48493",9736.0
2014,"Custer County","05000US40039",9736.0
2011,"Tattnall County","05000US13267",9736.0
2012,"Lehigh County, PA","05000US42077",9735.0
2014,"Rogers County","05000US40131",9735.0
2012,"Madison County","05000US13195",9734.0
2010,"Grundy County","05000US29079",9734.0
2012,"Baltimore County, MD","05000US24005",9733.0
2010,"Fulton County","05000US21075",9733.0
2012,"Sullivan County","05000US18153",9733.0
2011,"Edwards County","05000US17047",9732.0
2014,"Leflore County","05000US28083",9732.0
2013,"Columbia County","05000US42037",9732.0
2014,"Stafford County","05000US20185",9732.0
2010,"Berkeley County, SC","05000US45015",9732.0
2014,"Bedford County","05000US47003",9732.0
2014,"Johnson County, KS","05000US20091",9731.0
2010,"Rockland County, NY","05000US36087",9731.0
2013,"Chester County","05000US45023",9730.0
2014,"Daviess County","05000US21059",9729.0
2010,"Randolph County","05000US01111",9729.0
2010,"Johnson County","05000US13167",9729.0
2013,"Cottle County","05000US48101",9729.0
2012,"Gaston County, NC","05000US37071",9728.0
2013,"Caroline County","05000US24011",9728.0
2010,"Nicholas County","05000US21181",9728.0
2014,"Christian County","05000US17021",9728.0
2013,"El Paso County, TX","05000US48141",9728.0
2012,"Sarasota County, FL","05000US12115",9728.0
2011,"St. Louis County, MO","05000US29189",9727.0
2014,"Marengo County","05000US01091",9727.0
2013,"Newton County, GA","05000US13217",9727.0
2012,"Marion County","05000US21155",9726.0
2011,"Muhlenberg County","05000US21177",9726.0
2010,"Houston County","05000US48225",9726.0
2011,"DeKalb County, IL","05000US17037",9726.0
2013,"Sebastian County, AR","05000US05131",9725.0
2012,"Lee County","05000US45061",9725.0
2014,"Mackinac County","05000US26097",9725.0
2014,"Fairfax city","05000US51600",9724.0
2014,"Logan County","05000US40083",9724.0
2012,"Fulton County","05000US05049",9724.0
2013,"Lincoln County","05000US05079",9723.0
2010,"Barrow County","05000US13013",9723.0
2013,"Dawson County","05000US48115",9723.0
2014,"Calhoun County","05000US13037",9723.0
2014,"Monroe County","05000US05095",9723.0
2014,"Otoe County","05000US31131",9722.0
2010,"Pawnee County","05000US31133",9722.0
2013,"Plymouth County, MA","05000US25023",9722.0
2012,"Montgomery County","05000US29139",9721.0
2013,"Lumpkin County","05000US13187",9721.0
2010,"Florence County, SC","05000US45041",9721.0
2013,"Kershaw County","05000US45055",9720.0
2014,"Franklin County, OH","05000US39049",9720.0
2013,"Osage County","05000US40113",9720.0
2013,"Rock County","05000US31149",9720.0
2014,"DuPage County, IL","05000US17043",9719.0
2014,"Suwannee County","05000US12121",9719.0
2011,"Lawrence County","05000US18093",9718.0
2013,"Montgomery County","05000US37123",9718.0
2010,"Mercer County","05000US29129",9718.0
2014,"Lewis County","05000US47101",9718.0
2011,"Craig County","05000US40035",9718.0
2013,"Dallas County","05000US05039",9718.0
2013,"Racine County, WI","05000US55101",9717.0
2010,"Garrard County","05000US21079",9717.0
2014,"Rowan County, NC","05000US37159",9716.0
2013,"Tuscarawas County","05000US39157",9716.0
2013,"Sharp County","05000US05135",9716.0
2014,"Montcalm County","05000US26117",9716.0
2013,"Lincoln County","05000US28085",9715.0
2010,"Brazos County, TX","05000US48041",9715.0
2011,"Dundy County","05000US31057",9714.0
2012,"Rabun County","05000US13241",9714.0
2011,"Wheeler County","05000US31183",9714.0
2010,"Cabarrus County, NC","05000US37025",9713.0
2013,"Hamilton County, TN","05000US47065",9713.0
2011,"Nelson County","05000US21179",9713.0
2011,"Dorchester County, SC","05000US45035",9713.0
2011,"Amelia County","05000US51007",9711.0
2013,"Wayne County","05000US42127",9711.0
2013,"Knox County","05000US39083",9711.0
2014,"Fayette County","05000US39047",9711.0
2011,"Clarke County","05000US01025",9711.0
2012,"Hillsdale County","05000US26059",9710.0
2013,"Benton County","05000US28009",9710.0
2013,"Taylor County","05000US12123",9709.0
2014,"Chester County, PA","05000US42029",9709.0
2010,"Banner County","05000US31007",9709.0
2014,"Thomas County","05000US13275",9709.0
2011,"Dubois County","05000US18037",9709.0
2011,"Lincoln County","05000US37109",9709.0
2011,"Orange County, NY","05000US36071",9708.0
2014,"Kern County, CA","05000US06029",9708.0
2010,"Bedford County","05000US47003",9708.0
2010,"Indian River County, FL","05000US12061",9708.0
2013,"Houston County, AL","05000US01069",9708.0
2012,"Allegany County","05000US24001",9708.0
2014,"Crawford County","05000US42039",9708.0
2012,"Barnwell County","05000US45011",9708.0
2010,"Fayette County","05000US18041",9707.0
2010,"Phillips County","05000US20147",9707.0
2012,"Morgan County","05000US18109",9707.0
2011,"Crawford County","05000US29055",9707.0
2011,"Jefferson County","05000US17081",9706.0
2011,"Harford County, MD","05000US24025",9706.0
2013,"Chemung County","05000US36015",9706.0
2011,"Knox County","05000US39083",9705.0
2011,"Henry County","05000US29083",9705.0
2011,"Tom Green County, TX","05000US48451",9705.0
2012,"Spencer County","05000US18147",9704.0
2010,"Houston County, AL","05000US01069",9704.0
2014,"Lumpkin County","05000US13187",9704.0
2013,"Orange County, NY","05000US36071",9703.0
2011,"Butler County","05000US29023",9703.0
2013,"Howard County","05000US31093",9703.0
2013,"Cass County","05000US18017",9703.0
2014,"Orleans Parish, LA","05000US22071",9702.0
2014,"Wrangell City and Borough","05000US02275",9702.0
2011,"Duplin County","05000US37061",9702.0
2011,"Hot Spring County","05000US05059",9702.0
2011,"Henry County","05000US39069",9702.0
2011,"Calhoun County, MI","05000US26025",9701.0
2014,"Macon County, IL","05000US17115",9700.0
2012,"Assumption Parish","05000US22007",9700.0
2010,"Brooks County","05000US13027",9700.0
2012,"Hughes County","05000US40063",9700.0
2011,"Greene County, OH","05000US39057",9700.0
2014,"Lincoln County","05000US40081",9699.0
2014,"Craig County","05000US40035",9699.0
2014,"Vermilion County","05000US17183",9699.0
2013,"Potter County","05000US42105",9699.0
2013,"Irion County","05000US48235",9699.0
2013,"Marlboro County","05000US45069",9699.0
2014,"Atchison County","05000US20005",9699.0
2011,"Randolph County","05000US05121",9698.0
2014,"Lafayette County","05000US05073",9698.0
2013,"Deaf Smith County","05000US48117",9697.0
2012,"Morgan County","05000US39115",9697.0
2010,"Linn County","05000US29115",9697.0
2014,"Madison County, IL","05000US17119",9696.0
2012,"Sullivan County","05000US36105",9696.0
2011,"Crenshaw County","05000US01041",9696.0
2012,"Prince George County","05000US51149",9696.0
2012,"LaSalle County, IL","05000US17099",9696.0
2011,"Pitkin County","05000US08097",9695.0
2014,"Dawson County","05000US13085",9695.0
2011,"Garfield County","05000US40047",9695.0
2012,"Stevens County","05000US20189",9695.0
2010,"St. Louis County, MO","05000US29189",9694.0
2013,"Logan County","05000US40083",9694.0
2010,"Payne County","05000US40119",9694.0
2011,"Isabella County","05000US26073",9694.0
2010,"Nye County","05000US32023",9694.0
2010,"Clay County","05000US05021",9693.0
2010,"Sarasota County, FL","05000US12115",9693.0
2012,"Caroline County","05000US24011",9693.0
2011,"Polk County","05000US48373",9692.0
2011,"Nevada County","05000US05099",9692.0
2014,"Dawson County","05000US31047",9692.0
2011,"Wabash County","05000US17185",9692.0
2010,"Baltimore city, MD","05000US24510",9691.0
2013,"Crittenden County","05000US05035",9691.0
2014,"Buchanan County","05000US29021",9691.0
2014,"Williamson County","05000US17199",9691.0
2012,"Jewell County","05000US20089",9690.0
2013,"Hamilton County, OH","05000US39061",9690.0
2014,"Clay County","05000US28025",9690.0
2011,"Wheatland County","05000US30107",9690.0
2014,"Rusk County","05000US55107",9689.0
2013,"Lake County, IL","05000US17097",9689.0
2013,"Jackson County","05000US17077",9689.0
2012,"Nuckolls County","05000US31129",9689.0
2011,"Newton County","05000US29145",9689.0
2011,"Dent County","05000US29065",9689.0
2013,"Norton County","05000US20137",9689.0
2011,"El Paso County, TX","05000US48141",9688.0
2013,"Labette County","05000US20099",9688.0
2011,"Phelps County","05000US29161",9687.0
2012,"Clay County","05000US20027",9687.0
2011,"Page County","05000US19145",9687.0
2014,"Ohio County","05000US54069",9687.0
2013,"Jackson County","05000US20085",9686.0
2012,"Alfalfa County","05000US40003",9686.0
2014,"Montgomery County, TN","05000US47125",9685.0
2012,"Monroe County, PA","05000US42089",9685.0
2013,"Roosevelt County","05000US35041",9685.0
2013,"Macon County, IL","05000US17115",9684.0
2012,"Craig County","05000US51045",9684.0
2011,"Hale County","05000US01065",9684.0
2011,"Calhoun County","05000US45017",9684.0
2013,"Kern County, CA","05000US06029",9684.0
2012,"Dewey County","05000US46041",9684.0
2012,"Dawson County","05000US13085",9683.0
2010,"Childress County","05000US48075",9683.0
2010,"Bath County","05000US51017",9683.0
2011,"St. Clair County, IL","05000US17163",9683.0
2013,"Cherokee County, GA","05000US13057",9683.0
2010,"Montgomery County","05000US20125",9682.0
2010,"Worth County","05000US13321",9682.0
2014,"Oldham County","05000US21185",9682.0
2014,"Grant County","05000US18053",9682.0
2013,"Stephens County","05000US40137",9682.0
2010,"Beaver County","05000US40007",9681.0
2014,"Spartanburg County, SC","05000US45083",9681.0
2011,"Richland County, OH","05000US39139",9681.0
2014,"Gallatin County","05000US17059",9680.0
2011,"Erie County, PA","05000US42049",9680.0
2014,"Murray County","05000US27101",9680.0
2013,"Geneva County","05000US01061",9679.0
2013,"Dade County","05000US13083",9679.0
2014,"Leavenworth County","05000US20103",9679.0
2010,"Hancock County","05000US18059",9679.0
2013,"Baltimore County, MD","05000US24005",9678.0
2012,"Russell County","05000US01113",9678.0
2013,"Anderson County, SC","05000US45007",9678.0
2013,"Spink County","05000US46115",9678.0
2011,"Elmore County","05000US01051",9678.0
2012,"Henry County","05000US01067",9678.0
2010,"Potter County","05000US46107",9678.0
2011,"Gladwin County","05000US26051",9677.0
2012,"Spalding County","05000US13255",9677.0
2013,"Pike County","05000US01109",9676.0
2012,"Cobb County, GA","05000US13067",9676.0
2010,"Fillmore County","05000US31059",9676.0
2011,"Antelope County","05000US31003",9676.0
2014,"Berrien County","05000US13019",9676.0
2011,"Cobb County, GA","05000US13067",9676.0
2010,"Montgomery County, PA","05000US42091",9675.0
2011,"Rabun County","05000US13241",9675.0
2013,"Edwards County","05000US48137",9675.0
2010,"Barber County","05000US20007",9675.0
2011,"Franklin County","05000US12037",9674.0
2014,"DeKalb County","05000US47041",9674.0
2010,"El Paso County, TX","05000US48141",9673.0
2011,"Marshall County","05000US17123",9673.0
2013,"Moore County","05000US47127",9673.0
2013,"Grant County","05000US38037",9673.0
2010,"Pulaski County","05000US29169",9673.0
2014,"Pemiscot County","05000US29155",9672.0
2014,"Wilson County","05000US37195",9671.0
2010,"Guadalupe County, TX","05000US48187",9671.0
2010,"Blount County, TN","05000US47009",9671.0
2012,"Gooding County","05000US16047",9671.0
2014,"Dickens County","05000US48125",9671.0
2010,"Banks County","05000US13011",9671.0
2010,"Treutlen County","05000US13283",9670.0
2013,"Logan County","05000US17107",9670.0
2012,"Dundy County","05000US31057",9670.0
2012,"Patrick County","05000US51141",9669.0
2011,"Saline County","05000US31151",9669.0
2011,"Stanly County","05000US37167",9669.0
2011,"Beckham County","05000US40009",9669.0
2010,"Williams County","05000US39171",9668.0
2010,"Ward County","05000US48475",9667.0
2012,"Tippecanoe County, IN","05000US18157",9667.0
2012,"Cabarrus County, NC","05000US37025",9667.0
2010,"Martin County, FL","05000US12085",9666.0
2014,"Jay County","05000US18075",9666.0
2012,"Hopkins County","05000US21107",9666.0
2014,"Clinton County","05000US18023",9666.0
2010,"Sullivan County, TN","05000US47163",9666.0
2011,"Rock Island County, IL","05000US17161",9665.0
2014,"Scott County","05000US05127",9665.0
2013,"Franklin County","05000US20059",9665.0
2014,"Jefferson County, KY","05000US21111",9665.0
2014,"Cabarrus County, NC","05000US37025",9665.0
2013,"Garvin County","05000US40049",9664.0
2012,"Marlboro County","05000US45069",9664.0
2013,"Calhoun County, MI","05000US26025",9664.0
2014,"Madison County, TN","05000US47113",9664.0
2013,"Hinds County, MS","05000US28049",9664.0
2014,"Shelby County","05000US17173",9662.0
2011,"Niobrara County","05000US56027",9662.0
2013,"Flagler County","05000US12035",9662.0
2014,"White County","05000US17193",9662.0
2014,"Macoupin County","05000US17117",9661.0
2010,"Erath County","05000US48143",9661.0
2011,"Montgomery County, PA","05000US42091",9661.0
2010,"Coryell County","05000US48099",9661.0
2012,"Saline County","05000US17165",9661.0
2014,"Tulsa County, OK","05000US40143",9661.0
2010,"Greene County","05000US17061",9661.0
2010,"Webster County","05000US54101",9661.0
2012,"Christian County","05000US21047",9660.0
2010,"Deuel County","05000US46039",9659.0
2013,"Cross County","05000US05037",9659.0
2011,"Madison County","05000US39097",9659.0
2012,"Henry County","05000US18065",9659.0
2012,"Benton County","05000US18007",9659.0
2013,"Greene County","05000US17061",9659.0
2011,"Randolph County","05000US54083",9658.0
2014,"Carroll County, GA","05000US13045",9658.0
2010,"Lee County","05000US21129",9658.0
2012,"Lincoln County","05000US13181",9658.0
2011,"Plaquemines Parish","05000US22075",9658.0
2012,"DeKalb County","05000US47041",9658.0
2012,"Shannon County","05000US46113",9658.0
2012,"Montgomery County, PA","05000US42091",9658.0
2012,"Newton County","05000US29145",9657.0
2011,"Caroline County","05000US24011",9657.0
2014,"Butts County","05000US13035",9657.0
2012,"Adair County","05000US29001",9657.0
2013,"Webster County","05000US31181",9657.0
2012,"Wakulla County","05000US12129",9657.0
2012,"Centre County, PA","05000US42027",9656.0
2012,"Washington County","05000US51191",9656.0
2014,"Montgomery County","05000US17135",9655.0
2014,"Dauphin County, PA","05000US42043",9655.0
2013,"Wayne County","05000US29223",9655.0
2012,"Lincoln County","05000US08073",9655.0
2014,"Ingham County, MI","05000US26065",9655.0
2011,"Clay County","05000US28025",9655.0
2012,"Orange County, NY","05000US36071",9654.0
2012,"Jennings County","05000US18079",9654.0
2013,"Lipscomb County","05000US48295",9654.0
2011,"Laurens County","05000US45059",9654.0
2012,"Hinds County, MS","05000US28049",9654.0
2014,"Quay County","05000US35037",9653.0
2014,"Van Wert County","05000US39161",9653.0
2010,"Spalding County","05000US13255",9652.0
2012,"Kenosha County, WI","05000US55059",9652.0
2014,"Gasconade County","05000US29073",9652.0
2011,"Bamberg County","05000US45009",9652.0
2010,"Emanuel County","05000US13107",9652.0
2012,"Eaton County, MI","05000US26045",9652.0
2014,"Wakulla County","05000US12129",9652.0
2010,"Wicomico County, MD","05000US24045",9651.0
2014,"Polk County","05000US05113",9651.0
2010,"Monroe County","05000US01099",9651.0
2011,"Kanawha County, WV","05000US54039",9651.0
2013,"Richardson County","05000US31147",9651.0
2014,"Cabell County","05000US54011",9651.0
2012,"Madison County, IL","05000US17119",9651.0
2013,"Menifee County","05000US21165",9651.0
2014,"Nottoway County","05000US51135",9650.0
2012,"Onslow County, NC","05000US37133",9650.0
2010,"Baldwin County","05000US13009",9650.0
2012,"Bryan County","05000US13029",9650.0
2012,"Delaware County, IN","05000US18035",9650.0
2010,"Knox County, TN","05000US47093",9650.0
2014,"Putnam County","05000US47141",9650.0
2014,"Sussex County","05000US51183",9650.0
2011,"Russell County","05000US01113",9649.0
2013,"Onslow County, NC","05000US37133",9649.0
2013,"Glades County","05000US12043",9649.0
2014,"LaPorte County, IN","05000US18091",9649.0
2013,"Wichita County","05000US20203",9649.0
2010,"Chase County","05000US31029",9649.0
2012,"Chippewa County","05000US26033",9648.0
2014,"Dallas County","05000US29059",9648.0
2011,"Utah County, UT","05000US49049",9647.0
2013,"Lincoln County","05000US13181",9647.0
2013,"Scott County","05000US05127",9647.0
2013,"St. Clair County, IL","05000US17163",9647.0
2012,"Page County","05000US19145",9646.0
2013,"Navarro County","05000US48349",9646.0
2013,"Pike County","05000US05109",9646.0
2011,"Pontotoc County","05000US28115",9646.0
2014,"Davidson County, NC","05000US37057",9646.0
2010,"Delaware County, IN","05000US18035",9646.0
2014,"Ida County","05000US19093",9645.0
2011,"Ritchie County","05000US54085",9645.0
2011,"Gilmer County","05000US54021",9645.0
2012,"Johnson County, IN","05000US18081",9645.0
2012,"Ottawa County","05000US40115",9644.0
2013,"Monroe County","05000US39111",9644.0
2012,"Isabella County","05000US26073",9644.0
2011,"Kimble County","05000US48267",9644.0
2012,"West Baton Rouge Parish","05000US22121",9644.0
2013,"DeWitt County","05000US48123",9643.0
2013,"Marion County, IN","05000US18097",9643.0
2012,"Wabash County","05000US17185",9643.0
2013,"Elk County","05000US42047",9643.0
2010,"Christian County","05000US17021",9642.0
2013,"Lincoln County","05000US47103",9642.0
2013,"Izard County","05000US05065",9642.0
2011,"Armstrong County","05000US48011",9642.0
2014,"Smith County","05000US20183",9642.0
2012,"Clearfield County","05000US42033",9641.0
2012,"Racine County, WI","05000US55101",9641.0
2010,"Edgar County","05000US17045",9641.0
2012,"St. Louis County, MO","05000US29189",9640.0
2014,"Tuscarawas County","05000US39157",9640.0
2014,"Douglas County, GA","05000US13097",9640.0
2012,"Colfax County","05000US31037",9639.0
2014,"Cheatham County","05000US47021",9639.0
2014,"Pickens County, SC","05000US45077",9639.0
2014,"Butler County, PA","05000US42019",9639.0
2013,"Hardin County","05000US47071",9638.0
2013,"Greene County","05000US37079",9637.0
2013,"Cimarron County","05000US40025",9637.0
2013,"Kimble County","05000US48267",9637.0
2014,"Tom Green County, TX","05000US48451",9637.0
2013,"Montgomery County","05000US21173",9637.0
2012,"Utah County, UT","05000US49049",9636.0
2010,"Izard County","05000US05065",9636.0
2011,"Sanilac County","05000US26151",9635.0
2011,"Baltimore County, MD","05000US24005",9635.0
2010,"Osage County","05000US29151",9635.0
2011,"Dauphin County, PA","05000US42043",9634.0
2013,"Unicoi County","05000US47171",9634.0
2014,"Iredell County, NC","05000US37097",9634.0
2013,"Erath County","05000US48143",9634.0
2010,"Appomattox County","05000US51011",9634.0
2012,"Nowata County","05000US40105",9634.0
2010,"Hendricks County, IN","05000US18063",9633.0
2014,"Fayette County","05000US17051",9633.0
2010,"Howard County","05000US05061",9633.0
2012,"Lowndes County, GA","05000US13185",9633.0
2010,"Orange County, NY","05000US36071",9633.0
2012,"Ben Hill County","05000US13017",9632.0
2012,"Stewart County","05000US13259",9632.0
2010,"Isanti County","05000US27059",9632.0
2013,"Ogle County","05000US17141",9630.0
2014,"Childress County","05000US48075",9630.0
2010,"Hamilton County, TN","05000US47065",9630.0
2013,"Dewey County","05000US46041",9630.0
2013,"Russell County","05000US01113",9629.0
2012,"Harford County, MD","05000US24025",9629.0
2012,"McIntosh County","05000US38051",9629.0
2012,"Sutton County","05000US48435",9629.0
2014,"Gilmer County","05000US13123",9628.0
2011,"Kenosha County, WI","05000US55059",9628.0
2014,"Ellis County","05000US20051",9628.0
2011,"Garrard County","05000US21079",9628.0
2011,"Gadsden County","05000US12039",9628.0
2013,"Coles County","05000US17029",9628.0
2013,"Dawson County","05000US31047",9627.0
2010,"Allendale County","05000US45005",9627.0
2010,"Orange County","05000US18117",9627.0
2014,"Butler County","05000US29023",9626.0
2013,"Fillmore County","05000US31059",9626.0
2014,"McPherson County","05000US31117",9625.0
2014,"Elmore County","05000US01051",9625.0
2010,"Mahnomen County","05000US27087",9625.0
2010,"McDowell County","05000US54047",9625.0
2011,"McDonald County","05000US29119",9625.0
2014,"Adams County, CO","05000US08001",9625.0
2013,"Hempstead County","05000US05057",9624.0
2014,"Schuyler County","05000US17169",9624.0
2010,"Kent County, RI","05000US44003",9624.0
2014,"Menard County","05000US48327",9624.0
2010,"Washington County","05000US21229",9624.0
2014,"Flagler County","05000US12035",9624.0
2013,"Butts County","05000US13035",9623.0
2011,"Montgomery County","05000US37123",9623.0
2014,"Wyoming County","05000US42131",9623.0
2012,"Tuscarawas County","05000US39157",9622.0
2012,"Wells County","05000US18179",9622.0
2011,"Halifax County","05000US37083",9621.0
2013,"Lowndes County","05000US28087",9621.0
2012,"Richland County, OH","05000US39139",9621.0
2012,"Lac qui Parle County","05000US27073",9621.0
2012,"Ford County","05000US17053",9620.0
2011,"Hamilton County, TN","05000US47065",9620.0
2014,"Divide County","05000US38023",9620.0
2013,"Ionia County","05000US26067",9620.0
2012,"Kent County, RI","05000US44003",9620.0
2014,"Pope County","05000US17151",9620.0
2014,"Pike County","05000US13231",9620.0
2013,"Murray County","05000US13213",9620.0
2011,"Candler County","05000US13043",9620.0
2012,"Lee County","05000US28081",9620.0
2012,"Pender County","05000US37141",9620.0
2011,"Mills County","05000US48333",9620.0
2011,"Cherokee County","05000US20021",9619.0
2014,"Houston County","05000US48225",9619.0
2014,"Russell County","05000US01113",9619.0
2014,"Fillmore County","05000US31059",9619.0
2010,"Baldwin County, AL","05000US01003",9618.0
2010,"Lac qui Parle County","05000US27073",9618.0
2014,"Wayne County","05000US36117",9618.0
2012,"Auglaize County","05000US39011",9617.0
2012,"Gratiot County","05000US26057",9617.0
2012,"Webster County","05000US54101",9617.0
2010,"Meade County","05000US20119",9617.0
2012,"Saline County","05000US31151",9617.0
2012,"Dauphin County, PA","05000US42043",9616.0
2013,"Craighead County, AR","05000US05031",9616.0
2011,"Alleghany County","05000US37005",9616.0
2012,"Oscoda County","05000US26135",9615.0
2010,"Erie County, PA","05000US42049",9615.0
2011,"Dixie County","05000US12029",9615.0
2011,"Fayette County","05000US47047",9615.0
2014,"Wilkes County","05000US37193",9614.0
2011,"Delaware County, OH","05000US39041",9614.0
2012,"Lipscomb County","05000US48295",9614.0
2012,"Charles County, MD","05000US24017",9614.0
2012,"Thomas County","05000US31171",9614.0
2013,"Washington County, MD","05000US24043",9614.0
2013,"Ingham County, MI","05000US26065",9614.0
2012,"Polk County","05000US05113",9614.0
2011,"Izard County","05000US05065",9613.0
2014,"Polk County","05000US48373",9613.0
2012,"Knox County, TN","05000US47093",9613.0
2013,"Sumter County, SC","05000US45085",9613.0
2011,"Pickens County, SC","05000US45077",9612.0
2013,"Randolph County, NC","05000US37151",9612.0
2014,"Boyle County","05000US21021",9612.0
2013,"White County","05000US18181",9612.0
2014,"Onslow County, NC","05000US37133",9612.0
2011,"Chattahoochee County","05000US13053",9612.0
2012,"Horry County, SC","05000US45051",9612.0
2013,"Lafayette County","05000US12067",9611.0
2012,"LaPorte County, IN","05000US18091",9611.0
2014,"Izard County","05000US05065",9611.0
2013,"Essex County","05000US51057",9611.0
2011,"Columbia County","05000US42037",9611.0
2014,"Hamilton County","05000US48193",9611.0
2014,"Gratiot County","05000US26057",9611.0
2012,"Alachua County, FL","05000US12001",9610.0
2013,"Carson County","05000US48065",9610.0
2014,"Boone County","05000US17007",9609.0
2014,"St. Louis County, MO","05000US29189",9609.0
2013,"Spalding County","05000US13255",9608.0
2013,"Oscoda County","05000US26135",9608.0
2012,"Oconee County","05000US45073",9608.0
2014,"Hardin County, KY","05000US21093",9607.0
2011,"Chase County","05000US31029",9607.0
2010,"Henry County","05000US18065",9607.0
2010,"Franklin County","05000US12037",9607.0
2013,"Montgomery County","05000US13209",9606.0
2012,"Murray County","05000US13213",9606.0
2010,"Fayette County","05000US01057",9606.0
2012,"Coleman County","05000US48083",9606.0
2013,"Leon County","05000US48289",9606.0
2010,"Washington County","05000US28151",9606.0
2010,"Flagler County","05000US12035",9605.0
2012,"Pulaski County","05000US21199",9605.0
2013,"Ward County","05000US48475",9605.0
2011,"Cochran County","05000US48079",9605.0
2014,"Virginia Beach city, VA","05000US51810",9604.0
2014,"Indian River County, FL","05000US12061",9604.0
2012,"Columbia County","05000US05027",9604.0
2010,"Grand County","05000US08049",9604.0
2013,"Montcalm County","05000US26117",9604.0
2010,"Mills County","05000US48333",9604.0
2011,"Moore County","05000US48341",9604.0
2012,"Cedar County","05000US29039",9603.0
2012,"Boone County","05000US18011",9603.0
2011,"Dawson County","05000US31047",9603.0
2010,"Turner County","05000US13287",9602.0
2012,"New Madrid County","05000US29143",9602.0
2012,"Rogers County","05000US40131",9602.0
2012,"Cass County","05000US26027",9602.0
2011,"Towner County","05000US38095",9602.0
2010,"Putnam County","05000US47141",9602.0
2010,"Branch County","05000US26023",9602.0
2014,"Burnet County","05000US48053",9601.0
2014,"Oswego County, NY","05000US36075",9601.0
2014,"Perkins County","05000US46105",9601.0
2012,"Knox County","05000US17095",9601.0
2012,"Keya Paha County","05000US31103",9601.0
2014,"Wyandot County","05000US39175",9601.0
2012,"Moffat County","05000US08081",9600.0
2010,"Atchison County","05000US29005",9600.0
2014,"Sussex County, NJ","05000US34037",9600.0
2013,"Horry County, SC","05000US45051",9600.0
2013,"Norfolk County, MA","05000US25021",9600.0
2011,"Haralson County","05000US13143",9599.0
2013,"Bandera County","05000US48019",9599.0
2010,"Gratiot County","05000US26057",9599.0
2010,"Henry County","05000US01067",9599.0
2013,"Swisher County","05000US48437",9599.0
2012,"Dorchester County","05000US24019",9599.0
2011,"Clay County","05000US01027",9599.0
2010,"Stoddard County","05000US29207",9599.0
2010,"Brown County","05000US20013",9599.0
2013,"Pontotoc County","05000US28115",9598.0
2014,"Macon County","05000US13193",9598.0
2010,"Caldwell County","05000US37027",9598.0
2011,"Pinal County, AZ","05000US04021",9597.0
2014,"Camden County","05000US13039",9597.0
2013,"Atkinson County","05000US13003",9597.0
2014,"Comal County, TX","05000US48091",9597.0
2010,"Kenosha County, WI","05000US55059",9597.0
2011,"Jersey County","05000US17083",9596.0
2013,"Greene County, OH","05000US39057",9596.0
2010,"Douglas County, CO","05000US08035",9596.0
2010,"Adams County","05000US19003",9596.0
2014,"Bedford County","05000US42009",9596.0
2011,"Riverside County, CA","05000US06065",9595.0
2010,"Prowers County","05000US08099",9594.0
2010,"Ochiltree County","05000US48357",9594.0
2013,"Branch County","05000US26023",9594.0
2013,"Tulsa County, OK","05000US40143",9594.0
2011,"Callahan County","05000US48059",9594.0
2014,"Dorchester County","05000US24019",9593.0
2010,"Middlesex County, NJ","05000US34023",9593.0
2011,"Davidson County, NC","05000US37057",9592.0
2014,"Barry County","05000US29009",9592.0
2014,"Alachua County, FL","05000US12001",9592.0
2013,"St. Mary's County, MD","05000US24037",9592.0
2010,"Lincoln County","05000US37109",9592.0
2011,"Page County","05000US51139",9592.0
2012,"Sussex County","05000US51183",9592.0
2011,"Doniphan County","05000US20043",9592.0
2014,"Pike County","05000US29163",9591.0
2011,"Charles County, MD","05000US24017",9591.0
2012,"Morris County, NJ","05000US34027",9591.0
2012,"Jones County","05000US48253",9591.0
2014,"Worcester County","05000US24047",9590.0
2014,"Lafayette County","05000US29107",9590.0
2013,"Carroll County","05000US29033",9590.0
2011,"Allen County","05000US20001",9590.0
2010,"Lewis County","05000US54041",9590.0
2013,"New Haven County, CT","05000US09009",9590.0
2014,"Christian County","05000US21047",9589.0
2010,"Nuckolls County","05000US31129",9589.0
2014,"Montgomery County, PA","05000US42091",9589.0
2010,"Union County","05000US28145",9589.0
2010,"Spink County","05000US46115",9589.0
2013,"Montgomery County, PA","05000US42091",9588.0
2010,"Liberty County","05000US12077",9588.0
2013,"Barber County","05000US20007",9588.0
2012,"Maury County","05000US47119",9588.0
