Edition,Measure Name,State Name,Rank,Value
1999,Income Inequity,Arkansas,23.0,0.445
1999,Income Inequity,California,36.0,0.458
1999,Income Inequity,Colorado,6.0,0.42
1999,Income Inequity,Connecticut,28.0,0.449
1999,Income Inequity,Delaware,30.0,0.45
1999,Income Inequity,Florida,44.0,0.468
1999,Income Inequity,Georgia,35.0,0.454
1999,Income Inequity,Hawaii,26.0,0.448
1999,Income Inequity,Idaho,12.0,0.426
1999,Income Inequity,Illinois,32.0,0.453
1999,Income Inequity,Indiana,2.0,0.408
1999,Income Inequity,Iowa,14.0,0.43
1999,Income Inequity,Kansas,40.0,0.465
1999,Income Inequity,Kentucky,40.0,0.465
1999,Income Inequity,Louisiana,42.0,0.466
1999,Income Inequity,Maine,10.0,0.424
1999,Income Inequity,Maryland,4.0,0.417
1999,Income Inequity,Massachusetts,45.0,0.473
1999,Income Inequity,Michigan,7.0,0.421
1999,Income Inequity,Minnesota,8.0,0.422
1999,Income Inequity,Mississippi,37.0,0.46
1999,Income Inequity,Missouri,22.0,0.443
1999,Income Inequity,Montana,14.0,0.43
1999,Income Inequity,Nebraska,18.0,0.433
1999,Income Inequity,Nevada,20.0,0.439
1999,Income Inequity,New Hampshire,13.0,0.429
1999,Income Inequity,New Jersey,38.0,0.462
1999,Income Inequity,New Mexico,25.0,0.446
1999,Income Inequity,New York,48.0,0.507
1999,Income Inequity,North Carolina,23.0,0.445
1999,Income Inequity,North Dakota,19.0,0.435
1999,Income Inequity,Ohio,32.0,0.453
1999,Income Inequity,Oklahoma,32.0,0.453
1999,Income Inequity,Oregon,28.0,0.449
1999,Income Inequity,Pennsylvania,31.0,0.451
1999,Income Inequity,Rhode Island,49.0,0.509
1999,Income Inequity,South Carolina,4.0,0.417
1999,Income Inequity,South Dakota,50.0,0.518
1999,Income Inequity,Tennessee,43.0,0.467
1999,Income Inequity,Texas,46.0,0.478
1999,Income Inequity,Utah,1.0,0.383
1999,Income Inequity,Vermont,10.0,0.424
1999,Income Inequity,Virginia,26.0,0.448
1999,Income Inequity,Washington,16.0,0.431
1999,Income Inequity,West Virginia,46.0,0.478
1999,Income Inequity,Wisconsin,8.0,0.422
1999,Income Inequity,Wyoming,3.0,0.415
1999,Income Inequity,United States,,0.459
1999,Income Inequity,District of Columbia,,0.524
1999,Median Household Income,Alabama,,51759.0
1999,Median Household Income,Alaska,,72348.0
1999,Median Household Income,Arizona,,52935.0
1999,Median Household Income,Arkansas,,39484.0
1999,Median Household Income,California,,58421.0
1999,Median Household Income,Colorado,,66506.0
1999,Median Household Income,Connecticut,,66376.0
1999,Median Household Income,Delaware,,59169.0
1999,Median Household Income,Florida,,49822.0
1999,Median Household Income,Georgia,,55183.0
1999,Median Household Income,Hawaii,,58268.0
1999,Median Household Income,Idaho,,52350.0
1999,Median Household Income,Illinois,,61624.0
1999,Median Household Income,Indiana,,56704.0
1999,Median Household Income,Iowa,,52834.0
1999,Median Household Income,Kansas,,52394.0
1999,Median Household Income,Kentucky,,51739.0
1999,Median Household Income,Louisiana,,45292.0
1999,Median Household Income,Maine,,50865.0
1999,Median Household Income,Maryland,,71383.0
1999,Median Household Income,Massachusetts,,60435.0
1999,Median Household Income,Michigan,,59687.0
1999,Median Household Income,Minnesota,,68400.0
1999,Median Household Income,Mississippi,,41560.0
1999,Median Household Income,Missouri,,57375.0
1999,Median Household Income,Montana,,45067.0
1999,Median Household Income,Nebraska,,51969.0
1999,Median Household Income,Nevada,,56740.0
1999,Median Household Income,New Hampshire,,64164.0
1999,Median Household Income,New Jersey,,71112.0
1999,Median Household Income,New Mexico,,45018.0
1999,Median Household Income,New York,,53369.0
1999,Median Household Income,North Carolina,,51148.0
1999,Median Household Income,North Dakota,,43250.0
1999,Median Household Income,Ohio,,55554.0
1999,Median Household Income,Oklahoma,,48135.0
1999,Median Household Income,Oregon,,55756.0
1999,Median Household Income,Pennsylvania,,55682.0
1999,Median Household Income,Rhode Island,,58067.0
1999,Median Household Income,South Carolina,,47479.0
1999,Median Household Income,South Dakota,,46792.0
1999,Median Household Income,Tennessee,,48655.0
1999,Median Household Income,Texas,,51070.0
1999,Median Household Income,Utah,,63224.0
1999,Median Household Income,Vermont,,56192.0
1999,Median Household Income,Virginia,,61875.0
1999,Median Household Income,Washington,,67679.0
1999,Median Household Income,West Virginia,,38112.0
1999,Median Household Income,Wisconsin,,58982.0
1999,Median Household Income,Wyoming,,50309.0
1999,Median Household Income,United States,,55497.0
1999,Median Household Income,District of Columbia,,47716.0
1999,Obesity,Alabama,46.0,21.3
1999,Obesity,Alaska,47.0,21.4
1999,Obesity,Arizona,1.0,13.1
1999,Obesity,Arkansas,36.0,19.8
1999,Obesity,California,20.0,17.3
1999,Obesity,Colorado,4.0,14.4
1999,Obesity,Connecticut,9.0,15.5
1999,Obesity,Delaware,19.0,17.2
1999,Obesity,Florida,23.0,18.0
1999,Obesity,Georgia,30.0,19.2
1999,Obesity,Hawaii,9.0,15.5
1999,Obesity,Idaho,17.0,16.4
1999,Obesity,Illinois,28.0,18.5
1999,Obesity,Indiana,38.0,19.9
1999,Obesity,Iowa,36.0,19.8
1999,Obesity,Kansas,22.0,17.7
1999,Obesity,Kentucky,41.0,20.4
1999,Obesity,Louisiana,48.0,21.8
1999,Obesity,Maine,21.0,17.4
1999,Obesity,Maryland,42.0,20.5
1999,Obesity,Massachusetts,3.0,14.3
1999,Obesity,Michigan,45.0,21.2
1999,Obesity,Minnesota,15.0,16.2
1999,Obesity,Mississippi,49.0,22.8
1999,Obesity,Missouri,42.0,20.5
1999,Obesity,Montana,6.0,15.0
1999,Obesity,Nebraska,25.0,18.3
1999,Obesity,Nevada,2.0,14.0
1999,Obesity,New Hampshire,12.0,15.6
1999,Obesity,New Jersey,9.0,15.5
1999,Obesity,New Mexico,8.0,15.2
1999,Obesity,New York,16.0,16.3
1999,Obesity,North Carolina,33.0,19.4
1999,Obesity,North Dakota,30.0,19.2
1999,Obesity,Ohio,39.0,20.0
1999,Obesity,Oklahoma,35.0,19.5
1999,Obesity,Oregon,25.0,18.3
1999,Obesity,Pennsylvania,33.0,19.4
1999,Obesity,Rhode Island,18.0,16.8
1999,Obesity,South Carolina,44.0,20.6
1999,Obesity,South Dakota,13.0,15.8
1999,Obesity,Tennessee,30.0,19.2
1999,Obesity,Texas,40.0,20.2
1999,Obesity,Utah,14.0,15.9
1999,Obesity,Vermont,5.0,14.8
1999,Obesity,Virginia,29.0,18.7
1999,Obesity,Washington,24.0,18.1
1999,Obesity,West Virginia,50.0,23.9
1999,Obesity,Wisconsin,25.0,18.3
1999,Obesity,Wyoming,7.0,15.1
1999,Obesity,United States,,18.3
1999,Obesity,District of Columbia,,20.2
1999,Smoking,Alabama,36.0,24.6
1999,Smoking,Alaska,43.0,26.1
1999,Smoking,Arizona,14.0,21.8
1999,Smoking,Arkansas,40.0,25.9
1999,Smoking,California,4.0,19.2
1999,Smoking,Colorado,23.0,22.8
1999,Smoking,Connecticut,8.0,20.9
1999,Smoking,Delaware,35.0,24.5
1999,Smoking,Florida,16.0,22.0
1999,Smoking,Georgia,30.0,23.6
1999,Smoking,Hawaii,5.0,19.5
1999,Smoking,Idaho,7.0,20.3
1999,Smoking,Illinois,26.0,23.1
1999,Smoking,Indiana,41.0,26.0
1999,Smoking,Iowa,28.0,23.4
1999,Smoking,Kansas,10.0,21.1
1999,Smoking,Kentucky,50.0,30.8
1999,Smoking,Louisiana,39.0,25.5
1999,Smoking,Maine,19.0,22.4
1999,Smoking,Maryland,19.0,22.4
1999,Smoking,Massachusetts,8.0,20.9
1999,Smoking,Michigan,47.0,27.4
1999,Smoking,Minnesota,2.0,18.0
1999,Smoking,Mississippi,33.0,24.1
1999,Smoking,Missouri,45.0,26.4
1999,Smoking,Montana,12.0,21.4
1999,Smoking,Nebraska,16.0,22.0
1999,Smoking,Nevada,49.0,30.3
1999,Smoking,New Hampshire,27.0,23.3
1999,Smoking,New Jersey,3.0,19.1
1999,Smoking,New Mexico,21.0,22.5
1999,Smoking,New York,33.0,24.1
1999,Smoking,North Carolina,36.0,24.6
1999,Smoking,North Dakota,6.0,20.0
1999,Smoking,Ohio,43.0,26.1
1999,Smoking,Oklahoma,32.0,23.9
1999,Smoking,Oregon,10.0,21.1
1999,Smoking,Pennsylvania,31.0,23.8
1999,Smoking,Rhode Island,22.0,22.6
1999,Smoking,South Carolina,38.0,24.7
1999,Smoking,South Dakota,46.0,27.2
1999,Smoking,Tennessee,41.0,26.0
1999,Smoking,Texas,15.0,21.9
1999,Smoking,Utah,1.0,14.2
1999,Smoking,Vermont,18.0,22.3
1999,Smoking,Virginia,25.0,22.9
1999,Smoking,Washington,12.0,21.4
1999,Smoking,West Virginia,48.0,27.9
1999,Smoking,Wisconsin,28.0,23.4
1999,Smoking,Wyoming,23.0,22.8
1999,Smoking,United States,,22.9
1999,Smoking,District of Columbia,,21.6
2000,Diabetes,Tennessee,31.0,6.0
2000,Diabetes,Alabama,49.0,7.4
2000,Diabetes,New Hampshire,4.0,4.3
2000,Diabetes,New York,27.0,5.7
2000,Diabetes,Kentucky,40.0,6.4
2000,Diabetes,New Mexico,25.0,5.5
2000,Diabetes,Pennsylvania,40.0,6.4
2000,Diabetes,Ohio,33.0,6.1
2000,Diabetes,Maine,21.0,5.4
2000,Diabetes,South Carolina,40.0,6.4
2000,Diabetes,Kansas,21.0,5.4
2000,Diabetes,Massachusetts,14.0,5.0
2000,Diabetes,South Dakota,13.0,4.9
2000,Diabetes,Illinois,40.0,6.4
2000,Diabetes,Idaho,11.0,4.8
2000,Diabetes,Washington,16.0,5.2
2000,Diabetes,Connecticut,4.0,4.3
2000,Diabetes,Virginia,33.0,6.1
2000,Diabetes,Arizona,4.0,4.3
2000,Diabetes,North Carolina,33.0,6.1
2000,Diabetes,Georgia,26.0,5.6
2000,Diabetes,Nevada,28.0,5.8
2000,Diabetes,Utah,3.0,4.2
2000,Diabetes,United States,,5.6
2000,Diabetes,California,33.0,6.1
2000,Diabetes,New Jersey,21.0,5.4
2000,Diabetes,Arkansas,44.0,6.6
2000,Diabetes,Minnesota,11.0,4.8
2000,Diabetes,West Virginia,48.0,7.3
2000,Diabetes,Delaware,31.0,6.0
2000,Diabetes,Vermont,4.0,4.3
2000,Diabetes,Missouri,33.0,6.1
2000,Diabetes,Nebraska,4.0,4.3
2000,Diabetes,Rhode Island,19.0,5.3
2000,Diabetes,Wisconsin,19.0,5.3
2000,Diabetes,Michigan,21.0,5.4
2000,Diabetes,Alaska,1.0,3.5
2000,Diabetes,Montana,30.0,5.9
2000,Diabetes,Colorado,2.0,3.8
2000,Diabetes,Texas,39.0,6.2
2000,Diabetes,District of Columbia,,6.5
2000,Diabetes,Oregon,9.0,4.6
2000,Diabetes,Oklahoma,28.0,5.8
2000,Diabetes,Louisiana,33.0,6.1
2000,Diabetes,Indiana,44.0,6.6
2000,Diabetes,North Dakota,14.0,5.0
2000,Diabetes,Wyoming,9.0,4.6
2000,Diabetes,Maryland,46.0,6.8
2000,Diabetes,Florida,47.0,6.9
2000,Diabetes,Mississippi,50.0,7.9
2000,Diabetes,Hawaii,16.0,5.2
2000,Diabetes,Iowa,16.0,5.2
2000,Income Inequity,Alabama,46.0,0.469
2000,Income Inequity,Alaska,7.0,0.406
2000,Income Inequity,Arizona,25.0,0.447
2000,Income Inequity,Arkansas,30.0,0.451
2000,Income Inequity,California,44.0,0.468
2000,Income Inequity,Colorado,12.0,0.424
2000,Income Inequity,Connecticut,43.0,0.467
2000,Income Inequity,Delaware,2.0,0.397
2000,Income Inequity,Florida,26.0,0.449
2000,Income Inequity,Georgia,16.0,0.4320000000000001
2000,Income Inequity,Hawaii,9.0,0.417
2000,Income Inequity,Idaho,26.0,0.449
2000,Income Inequity,Illinois,22.0,0.441
2000,Income Inequity,Indiana,19.0,0.435
2000,Income Inequity,Iowa,14.0,0.428
2000,Income Inequity,Kansas,28.0,0.45
2000,Income Inequity,Kentucky,44.0,0.468
2000,Income Inequity,Louisiana,32.0,0.454
2000,Income Inequity,Maine,5.0,0.403
2000,Income Inequity,Maryland,17.0,0.434
2000,Income Inequity,Massachusetts,35.0,0.455
2000,Income Inequity,Michigan,37.0,0.459
2000,Income Inequity,Minnesota,11.0,0.423
2000,Income Inequity,Mississippi,49.0,0.482
2000,Income Inequity,Missouri,6.0,0.405
2000,Income Inequity,Montana,13.0,0.425
2000,Income Inequity,Nebraska,17.0,0.434
2000,Income Inequity,Nevada,15.0,0.43
2000,Income Inequity,New Hampshire,10.0,0.422
2000,Income Inequity,New Jersey,39.0,0.462
2000,Income Inequity,New Mexico,24.0,0.444
2000,Income Inequity,New York,50.0,0.496
2000,Income Inequity,North Carolina,47.0,0.476
2000,Income Inequity,North Dakota,40.0,0.463
2000,Income Inequity,Ohio,37.0,0.459
2000,Income Inequity,Oklahoma,41.0,0.464
2000,Income Inequity,Oregon,31.0,0.453
2000,Income Inequity,Pennsylvania,22.0,0.441
2000,Income Inequity,Rhode Island,47.0,0.476
2000,Income Inequity,South Carolina,21.0,0.438
2000,Income Inequity,South Dakota,32.0,0.454
2000,Income Inequity,Tennessee,20.0,0.4370000000000001
2000,Income Inequity,Texas,42.0,0.466
2000,Income Inequity,Utah,1.0,0.388
2000,Income Inequity,Vermont,4.0,0.398
2000,Income Inequity,Virginia,32.0,0.454
2000,Income Inequity,Washington,2.0,0.397
2000,Income Inequity,West Virginia,28.0,0.45
2000,Income Inequity,Wisconsin,8.0,0.41
2000,Income Inequity,Wyoming,36.0,0.458
2000,Income Inequity,United States,,0.456
2000,Income Inequity,District of Columbia,,0.5670000000000001
2000,Median Household Income,Alabama,,50680.0
2000,Median Household Income,Alaska,,71854.0
2000,Median Household Income,Arizona,,51720.0
2000,Median Household Income,Arkansas,,41497.0
2000,Median Household Income,California,,60995.0
2000,Median Household Income,Colorado,,67353.0
2000,Median Household Income,Connecticut,,70731.0
2000,Median Household Income,Delaware,,65188.0
2000,Median Household Income,Florida,,50093.0
2000,Median Household Income,Georgia,,55118.0
2000,Median Household Income,Hawaii,,62218.0
2000,Median Household Income,Idaho,,50050.0
2000,Median Household Income,Illinois,,64771.0
2000,Median Household Income,Indiana,,57093.0
2000,Median Household Income,Iowa,,57457.0
2000,Median Household Income,Kansas,,52214.0
2000,Median Household Income,Kentucky,,47167.0
2000,Median Household Income,Louisiana,,45652.0
2000,Median Household Income,Maine,,54331.0
2000,Median Household Income,Maryland,,72985.0
2000,Median Household Income,Massachusetts,,61521.0
2000,Median Household Income,Michigan,,64434.0
2000,Median Household Income,Minnesota,,65761.0
2000,Median Household Income,Mississippi,,45405.0
2000,Median Household Income,Missouri,,57855.0
2000,Median Household Income,Montana,,43392.0
2000,Median Household Income,Nebraska,,54001.0
2000,Median Household Income,Nevada,,57964.0
2000,Median Household Income,New Hampshire,,64387.0
2000,Median Household Income,New Jersey,,69530.0
2000,Median Household Income,New Mexico,,45540.0
2000,Median Household Income,New York,,55906.0
2000,Median Household Income,North Carolina,,52083.0
2000,Median Household Income,North Dakota,,45664.0
2000,Median Household Income,Ohio,,55207.0
2000,Median Household Income,Oklahoma,,45692.0
2000,Median Household Income,Oregon,,56787.0
2000,Median Household Income,Pennsylvania,,52787.0
2000,Median Household Income,Rhode Island,,59723.0
2000,Median Household Income,South Carolina,,50975.0
2000,Median Household Income,South Dakota,,50089.0
2000,Median Household Income,Tennessee,,51059.0
2000,Median Household Income,Texas,,54087.0
2000,Median Household Income,Utah,,64380.0
2000,Median Household Income,Vermont,,58136.0
2000,Median Household Income,Virginia,,63881.0
2000,Median Household Income,Washington,,63573.0
2000,Median Household Income,West Virginia,,40958.0
2000,Median Household Income,Wisconsin,,63844.0
2000,Median Household Income,Wyoming,,52074.0
2000,Median Household Income,United States,,56895.0
2000,Median Household Income,District of Columbia,,54062.0
2000,Obesity,Alabama,46.0,22.4
2000,Obesity,Alaska,32.0,20.4
2000,Obesity,Arizona,1.0,12.3
2000,Obesity,Arkansas,47.0,22.7
2000,Obesity,California,21.0,18.7
2000,Obesity,Colorado,4.0,14.9
2000,Obesity,Connecticut,5.0,15.1
2000,Obesity,Delaware,15.0,17.5
2000,Obesity,Florida,20.0,18.6
2000,Obesity,Georgia,37.0,21.1
2000,Obesity,Hawaii,7.0,15.7
2000,Obesity,Idaho,29.0,20.0
2000,Obesity,Illinois,35.0,20.9
2000,Obesity,Indiana,26.0,19.9
2000,Obesity,Iowa,39.0,21.5
2000,Obesity,Kansas,22.0,18.9
2000,Obesity,Kentucky,42.0,21.7
2000,Obesity,Louisiana,45.0,22.3
2000,Obesity,Maine,24.0,19.4
2000,Obesity,Maryland,18.0,18.2
2000,Obesity,Massachusetts,3.0,14.7
2000,Obesity,Michigan,48.0,22.8
2000,Obesity,Minnesota,6.0,15.5
2000,Obesity,Mississippi,49.0,23.2
2000,Obesity,Missouri,42.0,21.7
2000,Obesity,Montana,8.0,15.8
2000,Obesity,Nebraska,36.0,21.0
2000,Obesity,Nevada,8.0,15.8
2000,Obesity,New Hampshire,2.0,14.6
2000,Obesity,New Jersey,13.0,17.0
2000,Obesity,New Mexico,16.0,17.7
2000,Obesity,New York,14.0,17.4
2000,Obesity,North Carolina,39.0,21.5
2000,Obesity,North Dakota,44.0,21.9
2000,Obesity,Ohio,30.0,20.3
2000,Obesity,Oklahoma,37.0,21.1
2000,Obesity,Oregon,26.0,19.9
2000,Obesity,Pennsylvania,30.0,20.3
2000,Obesity,Rhode Island,11.0,16.8
2000,Obesity,South Carolina,34.0,20.6
2000,Obesity,South Dakota,25.0,19.6
2000,Obesity,Tennessee,33.0,20.5
2000,Obesity,Texas,41.0,21.6
2000,Obesity,Utah,10.0,16.7
2000,Obesity,Vermont,17.0,18.0
2000,Obesity,Virginia,23.0,19.3
2000,Obesity,Washington,18.0,18.2
2000,Obesity,West Virginia,50.0,24.6
2000,Obesity,Wisconsin,26.0,19.9
2000,Obesity,Wyoming,12.0,16.9
2000,Obesity,United States,,19.6
2000,Obesity,District of Columbia,,18.5
2000,Smoking,Alabama,30.0,23.5
2000,Smoking,Alaska,47.0,27.3
2000,Smoking,Arizona,6.0,20.1
2000,Smoking,Arkansas,46.0,27.2
2000,Smoking,California,3.0,18.7
2000,Smoking,Colorado,23.0,22.5
2000,Smoking,Connecticut,25.0,22.8
2000,Smoking,Delaware,42.0,25.4
2000,Smoking,Florida,9.0,20.6
2000,Smoking,Georgia,34.0,23.7
2000,Smoking,Hawaii,2.0,18.5
2000,Smoking,Idaho,14.0,21.5
2000,Smoking,Illinois,37.0,24.2
2000,Smoking,Indiana,43.0,27.0
2000,Smoking,Iowa,30.0,23.5
2000,Smoking,Kansas,11.0,21.0
2000,Smoking,Kentucky,49.0,29.7
2000,Smoking,Louisiana,30.0,23.5
2000,Smoking,Maine,29.0,23.3
2000,Smoking,Maryland,8.0,20.3
2000,Smoking,Massachusetts,4.0,19.3
2000,Smoking,Michigan,39.0,25.1
2000,Smoking,Minnesota,5.0,19.5
2000,Smoking,Mississippi,26.0,22.9
2000,Smoking,Missouri,44.0,27.1
2000,Smoking,Montana,7.0,20.2
2000,Smoking,Nebraska,28.0,23.2
2000,Smoking,Nevada,50.0,31.5
2000,Smoking,New Hampshire,18.0,22.3
2000,Smoking,New Jersey,9.0,20.6
2000,Smoking,New Mexico,20.0,22.4
2000,Smoking,New York,16.0,21.8
2000,Smoking,North Carolina,39.0,25.1
2000,Smoking,North Dakota,17.0,22.1
2000,Smoking,Ohio,48.0,27.6
2000,Smoking,Oklahoma,41.0,25.2
2000,Smoking,Oregon,12.0,21.4
2000,Smoking,Pennsylvania,27.0,23.1
2000,Smoking,Rhode Island,18.0,22.3
2000,Smoking,South Carolina,33.0,23.6
2000,Smoking,South Dakota,23.0,22.5
2000,Smoking,Tennessee,38.0,24.8
2000,Smoking,Texas,20.0,22.4
2000,Smoking,Utah,1.0,14.0
2000,Smoking,Vermont,15.0,21.7
2000,Smoking,Virginia,12.0,21.4
2000,Smoking,Washington,20.0,22.4
2000,Smoking,West Virginia,44.0,27.1
2000,Smoking,Wisconsin,34.0,23.7
2000,Smoking,Wyoming,36.0,23.9
2000,Smoking,United States,,22.8
2000,Smoking,District of Columbia,,20.6
2001,Diabetes,Ohio,32.0,6.4
2001,Diabetes,Idaho,4.0,4.9
2001,Diabetes,Virginia,27.0,6.2
2001,Diabetes,South Dakota,16.0,5.7
2001,Diabetes,District of Columbia,,7.2
2001,Diabetes,Michigan,44.0,7.0
2001,Diabetes,Montana,4.0,4.9
2001,Diabetes,Tennessee,47.0,7.2
2001,Diabetes,Louisiana,38.0,6.6
2001,Diabetes,North Dakota,10.0,5.2
2001,Diabetes,Connecticut,13.0,5.5
2001,Diabetes,South Carolina,45.0,7.1
2001,Diabetes,Missouri,39.0,6.7
2001,Diabetes,Oklahoma,13.0,5.5
2001,Diabetes,Kentucky,36.0,6.5
2001,Diabetes,New York,31.0,6.3
2001,Diabetes,Vermont,2.0,4.4
2001,Diabetes,Minnesota,4.0,4.9
2001,Diabetes,New Hampshire,2.0,4.4
2001,Diabetes,Oregon,21.0,6.0
2001,Diabetes,Texas,27.0,6.2
2001,Diabetes,New Mexico,36.0,6.5
2001,Diabetes,California,40.0,6.8
2001,Diabetes,Kansas,19.0,5.9
2001,Diabetes,Alabama,48.0,7.4
2001,Diabetes,Wyoming,8.0,5.0
2001,Diabetes,Florida,43.0,6.9
2001,Diabetes,Arkansas,27.0,6.2
2001,Diabetes,Colorado,9.0,5.1
2001,Diabetes,Massachusetts,17.0,5.8
2001,Diabetes,North Carolina,32.0,6.4
2001,Diabetes,Pennsylvania,45.0,7.1
2001,Diabetes,Wisconsin,25.0,6.1
2001,Diabetes,New Jersey,17.0,5.8
2001,Diabetes,United States,,6.1
2001,Diabetes,Utah,12.0,5.4
2001,Diabetes,Indiana,21.0,6.0
2001,Diabetes,Nevada,40.0,6.8
2001,Diabetes,Arizona,19.0,5.9
2001,Diabetes,Maine,21.0,6.0
2001,Diabetes,Hawaii,10.0,5.2
2001,Diabetes,Iowa,25.0,6.1
2001,Diabetes,Georgia,40.0,6.8
2001,Diabetes,Delaware,32.0,6.4
2001,Diabetes,Alaska,1.0,3.8
2001,Diabetes,Mississippi,49.0,7.6
2001,Diabetes,Washington,13.0,5.5
2001,Diabetes,Maryland,32.0,6.4
2001,Diabetes,Nebraska,4.0,4.9
2001,Diabetes,Rhode Island,21.0,6.0
2001,Diabetes,West Virginia,49.0,7.6
2001,Diabetes,Illinois,27.0,6.2
2001,Income Inequity,Alabama,18.0,0.428
2001,Income Inequity,Alaska,23.0,0.439
2001,Income Inequity,Arizona,28.0,0.443
2001,Income Inequity,Arkansas,21.0,0.43
2001,Income Inequity,California,43.0,0.469
2001,Income Inequity,Colorado,22.0,0.436
2001,Income Inequity,Connecticut,44.0,0.471
2001,Income Inequity,Delaware,8.0,0.415
2001,Income Inequity,Florida,42.0,0.467
2001,Income Inequity,Georgia,3.0,0.405
2001,Income Inequity,Hawaii,33.0,0.452
2001,Income Inequity,Idaho,48.0,0.476
2001,Income Inequity,Illinois,30.0,0.448
2001,Income Inequity,Indiana,2.0,0.398
2001,Income Inequity,Iowa,16.0,0.424
2001,Income Inequity,Kansas,18.0,0.428
2001,Income Inequity,Kentucky,39.0,0.462
2001,Income Inequity,Louisiana,47.0,0.475
2001,Income Inequity,Maine,32.0,0.451
2001,Income Inequity,Maryland,34.0,0.453
2001,Income Inequity,Massachusetts,46.0,0.472
2001,Income Inequity,Michigan,26.0,0.442
2001,Income Inequity,Minnesota,11.0,0.42
2001,Income Inequity,Mississippi,29.0,0.445
2001,Income Inequity,Missouri,13.0,0.423
2001,Income Inequity,Montana,8.0,0.415
2001,Income Inequity,Nebraska,12.0,0.422
2001,Income Inequity,Nevada,4.0,0.406
2001,Income Inequity,New Hampshire,31.0,0.449
2001,Income Inequity,New Jersey,44.0,0.471
2001,Income Inequity,New Mexico,38.0,0.461
2001,Income Inequity,New York,50.0,0.509
2001,Income Inequity,North Carolina,39.0,0.462
2001,Income Inequity,North Dakota,13.0,0.423
2001,Income Inequity,Ohio,26.0,0.442
2001,Income Inequity,Oklahoma,36.0,0.458
2001,Income Inequity,Oregon,20.0,0.429
2001,Income Inequity,Pennsylvania,37.0,0.46
2001,Income Inequity,Rhode Island,39.0,0.462
2001,Income Inequity,South Carolina,6.0,0.41
2001,Income Inequity,South Dakota,5.0,0.407
2001,Income Inequity,Tennessee,49.0,0.481
2001,Income Inequity,Texas,35.0,0.455
2001,Income Inequity,Utah,1.0,0.393
2001,Income Inequity,Vermont,10.0,0.416
2001,Income Inequity,Virginia,25.0,0.44
2001,Income Inequity,Washington,17.0,0.425
2001,Income Inequity,West Virginia,23.0,0.439
2001,Income Inequity,Wisconsin,13.0,0.423
2001,Income Inequity,Wyoming,7.0,0.412
2001,Income Inequity,United States,,0.458
2001,Income Inequity,District of Columbia,,0.511
2001,Median Household Income,Alabama,,47918.0
2001,Median Household Income,Alaska,,71487.0
2001,Median Household Income,Arizona,,53815.0
2001,Median Household Income,Arkansas,,40171.0
2001,Median Household Income,California,,63328.0
2001,Median Household Income,Colorado,,65255.0
2001,Median Household Income,Connecticut,,67868.0
2001,Median Household Income,Delaware,,68129.0
2001,Median Household Income,Florida,,52561.0
