Edition,Report Type,Measure Name,State Name,Rank,Value,Score,Lower CI,Upper CI,Source,Source Year
2006,2006 Annual,All Outcomes,Nebraska,8.0,0.321,,,,AHR data,
2006,2006 Annual,All Outcomes,Nevada,37.0,-0.141,,,,AHR data,
2006,2006 Annual,All Outcomes,New Hampshire,7.0,0.355,,,,AHR data,
2006,2006 Annual,All Outcomes,New Jersey,17.0,0.19899999999999998,,,,AHR data,
2006,2006 Annual,All Outcomes,New Mexico,24.0,0.109,,,,AHR data,
2006,2006 Annual,All Outcomes,New York,23.0,0.138,,,,AHR data,
2006,2006 Annual,All Outcomes,North Carolina,35.0,-0.12,,,,AHR data,
2006,2006 Annual,All Outcomes,North Dakota,4.0,0.405,,,,AHR data,
2006,2006 Annual,All Outcomes,Ohio,38.0,-0.16899999999999998,,,,AHR data,
2006,2006 Annual,All Outcomes,Oklahoma,47.0,-0.513,,,,AHR data,
2006,2006 Annual,All Outcomes,Oregon,27.0,0.06,,,,AHR data,
2006,2006 Annual,All Outcomes,Pennsylvania,33.0,-0.067,,,,AHR data,
2006,2006 Annual,All Outcomes,Rhode Island,20.0,0.18,,,,AHR data,
2006,2006 Annual,All Outcomes,South Carolina,42.0,-0.292,,,,AHR data,
2006,2006 Annual,All Outcomes,South Dakota,16.0,0.20600000000000002,,,,AHR data,
2006,2006 Annual,All Outcomes,Tennessee,44.0,-0.455,,,,AHR data,
2006,2006 Annual,All Outcomes,Texas,25.0,0.081,,,,AHR data,
2006,2006 Annual,All Outcomes,United States,,,,,,AHR data,
2006,2006 Annual,All Outcomes,Utah,3.0,0.414,,,,AHR data,
2006,2006 Annual,All Outcomes,Vermont,10.0,0.284,,,,AHR data,
2006,2006 Annual,All Outcomes,Virginia,28.0,0.059000000000000004,,,,AHR data,
2006,2006 Annual,All Outcomes,Washington,13.0,0.223,,,,AHR data,
2006,2006 Annual,All Outcomes,West Virginia,49.0,-0.563,,,,AHR data,
2006,2006 Annual,All Outcomes,Wisconsin,14.0,0.22,,,,AHR data,
2006,2006 Annual,All Outcomes,Wyoming,29.0,0.057,,,,AHR data,
2006,2006 Annual,All Outcomes,District of Columbia,,,,3.3,2.7,AHR data,
2006,2006 Annual,Binge Drinking,Alabama,8.0,11.8,-1.03,13.4,10.2,AHR data,
2006,2006 Annual,Binge Drinking,Alaska,41.0,17.0,0.76,19.3,14.7,AHR data,
2006,2006 Annual,Binge Drinking,Arizona,26.0,15.0,0.07,17.2,12.8,AHR data,
2006,2006 Annual,Binge Drinking,Arkansas,7.0,10.8,-1.38,12.1,9.5,AHR data,
2006,2006 Annual,Binge Drinking,California,22.0,14.3,-0.17,15.6,13.0,AHR data,
2006,2006 Annual,Binge Drinking,Colorado,39.0,16.8,0.69,18.3,15.3,AHR data,
2006,2006 Annual,Binge Drinking,Connecticut,25.0,14.9,0.03,16.5,13.2,AHR data,
2006,2006 Annual,Binge Drinking,Delaware,36.0,16.5,0.59,18.4,14.6,AHR data,
2006,2006 Annual,Binge Drinking,Florida,17.0,13.4,-0.48,14.7,12.1,AHR data,
2006,2006 Annual,Binge Drinking,Georgia,10.0,12.1,-0.93,13.5,10.7,AHR data,
2006,2006 Annual,Binge Drinking,Hawaii,29.0,15.3,0.17,16.7,13.9,AHR data,
2006,2006 Annual,Binge Drinking,Idaho,14.0,13.0,-0.62,14.5,11.5,AHR data,
2006,2006 Annual,Binge Drinking,Illinois,43.0,17.1,0.79,18.6,15.6,AHR data,
2006,2006 Annual,Binge Drinking,Indiana,23.0,14.4,-0.14,15.6,13.2,AHR data,
2006,2006 Annual,Binge Drinking,Iowa,47.0,18.8,1.38,20.3,17.3,AHR data,
2006,2006 Annual,Binge Drinking,Kansas,12.0,12.7,-0.72,13.7,11.7,AHR data,
2006,2006 Annual,Binge Drinking,Kentucky,4.0,10.0,-1.65,11.4,8.6,AHR data,
2006,2006 Annual,Binge Drinking,Louisiana,21.0,14.1,-0.24,15.7,12.4,AHR data,
2006,2006 Annual,Binge Drinking,Maine,23.0,14.4,-0.14,16.0,12.8,AHR data,
2006,2006 Annual,Binge Drinking,Maryland,11.0,12.3,-0.86,13.7,10.9,AHR data,
2006,2006 Annual,Binge Drinking,Massachusetts,35.0,16.4,0.55,17.6,15.2,AHR data,
2006,2006 Annual,Binge Drinking,Michigan,36.0,16.5,0.59,17.5,15.2,AHR data,
2006,2006 Annual,Binge Drinking,Minnesota,48.0,19.4,1.58,21.3,17.4,AHR data,
2006,2006 Annual,Binge Drinking,Mississippi,5.0,10.1,-1.62,11.4,8.8,AHR data,
2006,2006 Annual,Binge Drinking,Missouri,32.0,15.5,0.24,17.3,13.7,AHR data,
2006,2006 Annual,Binge Drinking,Montana,41.0,17.0,0.76,18.6,15.4,AHR data,
2006,2006 Annual,Binge Drinking,Nebraska,44.0,17.5,0.93,18.8,16.2,AHR data,
2006,2006 Annual,Binge Drinking,Nevada,46.0,17.8,1.03,19.9,15.7,AHR data,
2006,2006 Annual,Binge Drinking,New Hampshire,31.0,15.4,0.21,16.8,14.0,AHR data,
2006,2006 Annual,Binge Drinking,New Jersey,19.0,13.9,-0.31,14.8,13.0,AHR data,
2006,2006 Annual,Binge Drinking,New Mexico,9.0,12.0,-0.96,13.2,10.8,AHR data,
2006,2006 Annual,Binge Drinking,New York,26.0,15.0,0.07,16.3,13.7,AHR data,
2006,2006 Annual,Binge Drinking,North Carolina,5.0,10.1,-1.62,10.8,9.4,AHR data,
2006,2006 Annual,Binge Drinking,North Dakota,49.0,19.6,1.65,21.5,17.7,AHR data,
2006,2006 Annual,Binge Drinking,Ohio,34.0,16.1,0.45,18.1,14.1,AHR data,
2006,2006 Annual,Binge Drinking,Oklahoma,12.0,12.7,-0.72,14.0,11.4,AHR data,
2006,2006 Annual,Binge Drinking,Oregon,18.0,13.7,-0.38,14.8,12.5,AHR data,
2006,2006 Annual,Binge Drinking,Pennsylvania,36.0,16.5,0.59,17.8,15.2,AHR data,
2006,2006 Annual,Binge Drinking,Rhode Island,39.0,16.8,0.69,18.6,15.0,AHR data,
2006,2006 Annual,Binge Drinking,South Carolina,16.0,13.1,-0.59,14.2,12.0,AHR data,
2006,2006 Annual,Binge Drinking,South Dakota,44.0,17.5,0.93,19.0,16.0,AHR data,
2006,2006 Annual,Binge Drinking,Tennessee,1.0,8.5,-2.0,9.9,7.1,AHR data,
2006,2006 Annual,Binge Drinking,Texas,26.0,15.0,0.07,16.2,13.8,AHR data,
2006,2006 Annual,Binge Drinking,Utah,1.0,8.9,-2.0,10.0,7.8,AHR data,
2006,2006 Annual,Binge Drinking,Vermont,33.0,16.0,0.41,17.3,14.7,AHR data,
2006,2006 Annual,Binge Drinking,Virginia,14.0,13.0,-0.62,14.4,11.6,AHR data,
2006,2006 Annual,Binge Drinking,Washington,20.0,14.0,-0.28,14.7,13.3,AHR data,
2006,2006 Annual,Binge Drinking,West Virginia,3.0,9.4,-1.86,10.7,8.1,AHR data,
2006,2006 Annual,Binge Drinking,Wisconsin,50.0,22.0,2.0,23.6,20.4,AHR data,
2006,2006 Annual,Binge Drinking,Wyoming,29.0,15.3,0.17,16.7,13.9,AHR data,
2006,2006 Annual,Binge Drinking,United States,,14.8,,,,AHR data,
2006,2006 Annual,Binge Drinking,District of Columbia,,16.8,,18.6,14.9,AHR data,
2006,2006 Annual,Cancer Deaths,Alabama,43.0,211.5,1.01,213.9,209.1,AHR data,
2006,2006 Annual,Cancer Deaths,Alaska,23.0,192.9,-0.14,200.9,184.9,AHR data,
2006,2006 Annual,Cancer Deaths,Arizona,5.0,175.4,-1.23,177.4,173.4,AHR data,
2006,2006 Annual,Cancer Deaths,Arkansas,45.0,213.8,1.15,216.8,210.8,AHR data,
2006,2006 Annual,Cancer Deaths,California,6.0,177.0,-1.13,177.9,176.1,AHR data,
2006,2006 Annual,Cancer Deaths,Colorado,3.0,171.5,-1.47,173.9,169.1,AHR data,
2006,2006 Annual,Cancer Deaths,Connecticut,19.0,191.2,-0.25,193.7,188.7,AHR data,
2006,2006 Annual,Cancer Deaths,Delaware,39.0,207.1,0.74,212.7,201.5,AHR data,
2006,2006 Annual,Cancer Deaths,Florida,12.0,186.0,-0.57,187.0,185.0,AHR data,
2006,2006 Annual,Cancer Deaths,Georgia,25.0,199.5,0.27,201.4,197.6,AHR data,
2006,2006 Annual,Cancer Deaths,Hawaii,2.0,156.3,-2.0,160.2,152.4,AHR data,
2006,2006 Annual,Cancer Deaths,Idaho,7.0,178.3,-1.05,182.5,174.1,AHR data,
2006,2006 Annual,Cancer Deaths,Illinois,35.0,203.6,0.52,205.1,202.1,AHR data,
2006,2006 Annual,Cancer Deaths,Indiana,41.0,210.7,0.96,212.8,208.6,AHR data,
2006,2006 Annual,Cancer Deaths,Iowa,20.0,191.7,-0.22,194.4,189.0,AHR data,
2006,2006 Annual,Cancer Deaths,Kansas,18.0,190.7,-0.28,193.6,187.8,AHR data,
2006,2006 Annual,Cancer Deaths,Kentucky,50.0,227.7,2.0,230.3,225.1,AHR data,
2006,2006 Annual,Cancer Deaths,Louisiana,49.0,226.9,1.96,229.5,224.3,AHR data,
2006,2006 Annual,Cancer Deaths,Maine,44.0,213.3,1.12,217.6,209.0,AHR data,
2006,2006 Annual,Cancer Deaths,Maryland,32.0,201.2,0.37,203.4,199.0,AHR data,
2006,2006 Annual,Cancer Deaths,Massachusetts,28.0,200.1,0.3,202.0,198.2,AHR data,
2006,2006 Annual,Cancer Deaths,Michigan,28.0,200.1,0.3,201.7,198.5,AHR data,
2006,2006 Annual,Cancer Deaths,Minnesota,13.0,187.0,-0.51,189.2,184.8,AHR data,
2006,2006 Annual,Cancer Deaths,Mississippi,47.0,216.5,1.32,219.6,213.4,AHR data,
2006,2006 Annual,Cancer Deaths,Missouri,40.0,207.8,0.78,209.9,205.7,AHR data,
2006,2006 Annual,Cancer Deaths,Montana,17.0,190.2,-0.31,195.1,185.3,AHR data,
2006,2006 Annual,Cancer Deaths,Nebraska,10.0,184.7,-0.65,188.3,181.1,AHR data,
2006,2006 Annual,Cancer Deaths,Nevada,34.0,201.4,0.38,204.9,197.9,AHR data,
2006,2006 Annual,Cancer Deaths,New Hampshire,28.0,200.1,0.3,204.6,195.6,AHR data,
2006,2006 Annual,Cancer Deaths,New Jersey,26.0,199.7,0.28,201.4,198.0,AHR data,
2006,2006 Annual,Cancer Deaths,New Mexico,4.0,174.6,-1.28,178.1,171.1,AHR data,
2006,2006 Annual,Cancer Deaths,New York,11.0,184.9,-0.64,186.0,183.8,AHR data,
2006,2006 Annual,Cancer Deaths,North Carolina,31.0,201.1,0.37,202.9,199.3,AHR data,
2006,2006 Annual,Cancer Deaths,North Dakota,8.0,179.3,-0.98,184.9,173.7,AHR data,
2006,2006 Annual,Cancer Deaths,Ohio,42.0,211.3,1.0,212.8,209.8,AHR data,
2006,2006 Annual,Cancer Deaths,Oklahoma,37.0,205.2,0.62,207.9,202.5,AHR data,
2006,2006 Annual,Cancer Deaths,Oregon,24.0,198.3,0.19,200.9,195.7,AHR data,
2006,2006 Annual,Cancer Deaths,Pennsylvania,36.0,204.8,0.59,206.1,203.5,AHR data,
2006,2006 Annual,Cancer Deaths,Rhode Island,33.0,201.3,0.38,205.9,196.7,AHR data,
2006,2006 Annual,Cancer Deaths,South Carolina,38.0,205.8,0.66,208.3,203.3,AHR data,
2006,2006 Annual,Cancer Deaths,South Dakota,14.0,187.5,-0.48,192.8,182.2,AHR data,
2006,2006 Annual,Cancer Deaths,Tennessee,46.0,216.0,1.29,218.2,213.8,AHR data,
2006,2006 Annual,Cancer Deaths,Texas,16.0,189.8,-0.33,191.0,188.6,AHR data,
2006,2006 Annual,Cancer Deaths,Utah,1.0,147.0,-2.0,150.3,143.7,AHR data,
2006,2006 Annual,Cancer Deaths,Vermont,15.0,187.8,-0.46,193.8,181.8,AHR data,
2006,2006 Annual,Cancer Deaths,Virginia,27.0,199.9,0.29,201.8,198.0,AHR data,
2006,2006 Annual,Cancer Deaths,Washington,21.0,191.9,-0.2,194.0,189.8,AHR data,
2006,2006 Annual,Cancer Deaths,West Virginia,48.0,220.2,1.55,223.8,216.6,AHR data,
2006,2006 Annual,Cancer Deaths,Wisconsin,22.0,192.7,-0.15,194.8,190.6,AHR data,
2006,2006 Annual,Cancer Deaths,Wyoming,9.0,183.8,-0.71,190.7,176.9,AHR data,
2006,2006 Annual,Cancer Deaths,United States,,195.2,,195.5,194.9,AHR data,
2006,2006 Annual,Cancer Deaths,District of Columbia,,211.6,,218.5,204.7,AHR data,
2006,2006 Annual,Cancer Deaths-Race Adjusted,Alabama,39.0,211.6,0.67,,211.6,AHR data,
2006,2006 Annual,Cancer Deaths-Race Adjusted,Alaska,12.0,192.3,-0.65,,192.3,AHR data,
2006,2006 Annual,Cancer Deaths-Race Adjusted,Arizona,5.0,183.4,-1.25,,183.4,AHR data,
2006,2006 Annual,Cancer Deaths-Race Adjusted,Arkansas,43.0,215.6,0.94,,215.6,AHR data,
2006,2006 Annual,Cancer Deaths-Race Adjusted,California,8.0,190.7,-0.75,,190.7,AHR data,
2006,2006 Annual,Cancer Deaths-Race Adjusted,Colorado,3.0,180.6,-1.44,,180.6,AHR data,
2006,2006 Annual,Cancer Deaths-Race Adjusted,Connecticut,10.0,191.6,-0.69,,191.6,AHR data,
2006,2006 Annual,Cancer Deaths-Race Adjusted,Delaware,37.0,210.8,0.61,,210.8,AHR data,
2006,2006 Annual,Cancer Deaths-Race Adjusted,Florida,11.0,191.8,-0.68,,191.8,AHR data,
2006,2006 Annual,Cancer Deaths-Race Adjusted,Georgia,27.0,202.9,0.07,,202.9,AHR data,
2006,2006 Annual,Cancer Deaths-Race Adjusted,Hawaii,2.0,159.8,-2.0,,159.8,AHR data,
2006,2006 Annual,Cancer Deaths-Race Adjusted,Idaho,6.0,187.8,-0.95,,187.8,AHR data,
2006,2006 Annual,Cancer Deaths-Race Adjusted,Illinois,35.0,209.2,0.5,,209.2,AHR data,
2006,2006 Annual,Cancer Deaths-Race Adjusted,Indiana,47.0,219.7,1.22,,219.7,AHR data,
2006,2006 Annual,Cancer Deaths-Race Adjusted,Iowa,25.0,202.7,0.06,,202.7,AHR data,
2006,2006 Annual,Cancer Deaths-Race Adjusted,Kansas,23.0,201.6,-0.01,,201.6,AHR data,
2006,2006 Annual,Cancer Deaths-Race Adjusted,Kentucky,50.0,236.8,2.0,,236.8,AHR data,
2006,2006 Annual,Cancer Deaths-Race Adjusted,Louisiana,48.0,223.3,1.46,,223.3,AHR data,
2006,2006 Annual,Cancer Deaths-Race Adjusted,Maine,45.0,216.9,1.03,,216.9,AHR data,
2006,2006 Annual,Cancer Deaths-Race Adjusted,Maryland,29.0,203.9,0.14,,203.9,AHR data,
2006,2006 Annual,Cancer Deaths-Race Adjusted,Massachusetts,31.0,204.9,0.21,,204.9,AHR data,
2006,2006 Annual,Cancer Deaths-Race Adjusted,Michigan,25.0,202.7,0.06,,202.7,AHR data,
2006,2006 Annual,Cancer Deaths-Race Adjusted,Minnesota,13.0,193.1,-0.59,,193.1,AHR data,
2006,2006 Annual,Cancer Deaths-Race Adjusted,Mississippi,38.0,211.4,0.65,,211.4,AHR data,
2006,2006 Annual,Cancer Deaths-Race Adjusted,Missouri,41.0,213.1,0.77,,213.1,AHR data,
2006,2006 Annual,Cancer Deaths-Race Adjusted,Montana,21.0,199.7,-0.14,,199.7,AHR data,
2006,2006 Annual,Cancer Deaths-Race Adjusted,Nebraska,15.0,195.3,-0.44,,195.3,AHR data,
2006,2006 Annual,Cancer Deaths-Race Adjusted,Nevada,40.0,212.2,0.71,,212.2,AHR data,
2006,2006 Annual,Cancer Deaths-Race Adjusted,New Hampshire,14.0,193.7,-0.55,,193.7,AHR data,
2006,2006 Annual,Cancer Deaths-Race Adjusted,New Jersey,34.0,208.3,0.44,,208.3,AHR data,
2006,2006 Annual,Cancer Deaths-Race Adjusted,New Mexico,3.0,180.6,-1.44,,180.6,AHR data,
2006,2006 Annual,Cancer Deaths-Race Adjusted,New York,7.0,189.9,-0.81,,189.9,AHR data,
2006,2006 Annual,Cancer Deaths-Race Adjusted,North Carolina,28.0,203.4,0.11,,203.4,AHR data,
2006,2006 Annual,Cancer Deaths-Race Adjusted,North Dakota,9.0,191.2,-0.72,,191.2,AHR data,
2006,2006 Annual,Cancer Deaths-Race Adjusted,Ohio,42.0,214.6,0.87,,214.6,AHR data,
2006,2006 Annual,Cancer Deaths-Race Adjusted,Oklahoma,44.0,216.5,1.0,,216.5,AHR data,
2006,2006 Annual,Cancer Deaths-Race Adjusted,Oregon,32.0,205.0,0.22,,205.0,AHR data,
2006,2006 Annual,Cancer Deaths-Race Adjusted,Pennsylvania,36.0,209.9,0.55,,209.9,AHR data,
2006,2006 Annual,Cancer Deaths-Race Adjusted,Rhode Island,23.0,201.6,-0.01,,201.6,AHR data,
2006,2006 Annual,Cancer Deaths-Race Adjusted,South Carolina,33.0,205.4,0.24,,205.4,AHR data,
2006,2006 Annual,Cancer Deaths-Race Adjusted,South Dakota,16.0,195.5,-0.43,,195.5,AHR data,
2006,2006 Annual,Cancer Deaths-Race Adjusted,Tennessee,46.0,219.2,1.18,,219.2,AHR data,
